,train_errs,val_errs
797,28.1904761905,30.2
798,28.180952381,30.1714285714
799,28.2095238095,30.2
800,28.2095238095,30.1714285714
801,28.2095238095,30.1714285714
802,28.2095238095,30.1714285714
803,28.2,30.1714285714
804,28.2,30.1714285714
805,28.2,30.1714285714
806,28.2,30.2
807,28.2095238095,30.2
808,28.2095238095,30.2
809,28.219047619,30.2
810,28.2095238095,30.2
811,28.219047619,30.2
812,28.2,30.2
813,28.1904761905,30.2
814,28.1904761905,30.2
815,28.180952381,30.2
816,28.180952381,30.2
817,28.1904761905,30.2
818,28.2,30.2
819,28.2,30.2285714286
820,28.2,30.2285714286
821,28.2095238095,30.2
822,28.2,30.2
823,28.2095238095,30.2
824,28.2095238095,30.2
825,28.2,30.2
826,28.2,30.2
827,28.180952381,30.2
828,28.180952381,30.2
829,28.180952381,30.2
830,28.180952381,30.2
831,28.1714285714,30.1428571429
832,28.1619047619,30.1428571429
833,28.1619047619,30.1428571429
834,28.1523809524,30.1428571429
835,28.1523809524,30.1142857143
836,28.1619047619,30.1142857143
837,28.1619047619,30.1142857143
838,28.1619047619,30.1142857143
839,28.1619047619,30.1142857143
840,28.1619047619,30.1142857143
841,28.1523809524,30.1142857143
842,28.1333333333,30.1142857143
843,28.1238095238,30.1142857143
844,28.1238095238,30.1142857143
845,28.1142857143,30.1142857143
846,28.0952380952,30.1142857143
847,28.0952380952,30.1142857143
848,28.0857142857,30.1142857143
849,28.0857142857,30.1142857143
850,28.0666666667,30.1142857143
851,28.0476190476,30.1142857143
852,28.0476190476,30.1142857143
853,28.0285714286,30.1142857143
854,28.019047619,30.1142857143
855,28.0095238095,30.1142857143
856,28.0095238095,30.1142857143
857,28.019047619,30.1428571429
858,28.019047619,30.1428571429
859,28.0095238095,30.1428571429
860,28.0095238095,30.1428571429
861,28.019047619,30.1428571429
862,28.019047619,30.1428571429
863,28.019047619,30.1428571429
864,28.0095238095,30.1428571429
865,28.0095238095,30.1428571429
866,28.0095238095,30.1428571429
867,28.0095238095,30.1428571429
868,28.0095238095,30.1428571429
869,28.0095238095,30.1428571429
870,28.0095238095,30.1428571429
871,28.0095238095,30.1428571429
872,28.0,30.1428571429
873,28.0,30.1428571429
874,28.0,30.1428571429
875,27.9904761905,30.1428571429
876,27.9904761905,30.1428571429
877,27.9904761905,30.1428571429
878,27.9904761905,30.1428571429
879,27.980952381,30.1142857143
880,27.980952381,30.1142857143
881,27.980952381,30.1142857143
882,27.980952381,30.1142857143
883,27.980952381,30.1142857143
884,27.980952381,30.1142857143
885,27.980952381,30.1142857143
886,27.980952381,30.1142857143
887,27.980952381,30.1142857143
888,27.980952381,30.0857142857
889,27.980952381,30.0857142857
890,27.9714285714,30.0571428571
891,27.980952381,30.0571428571
892,27.980952381,30.0571428571
893,27.9619047619,30.0571428571
894,27.9619047619,30.0571428571
895,27.9523809524,30.0571428571
896,27.9523809524,30.0571428571
897,27.9523809524,30.0571428571
898,27.9523809524,30.0571428571
899,27.9523809524,30.0571428571
900,27.9523809524,30.0571428571
901,27.9714285714,30.0571428571
902,27.9714285714,30.0571428571
903,27.9714285714,30.0285714286
904,27.9714285714,30.0285714286
905,27.9619047619,30.0285714286
906,27.9619047619,30.0285714286
907,27.9619047619,30.0285714286
908,27.9619047619,30.0285714286
909,27.9523809524,30.0285714286
910,27.9523809524,30.0285714286
911,27.9428571429,30.0285714286
912,27.9428571429,30.0285714286
913,27.9428571429,30.0285714286
914,27.9428571429,30.0285714286
915,27.9428571429,30.0285714286
916,27.9428571429,30.0285714286
917,27.9428571429,30.0285714286
