,train_errs,val_errs
0,79.6571428571,79.8571428571
1,79.6571428571,79.8571428571
2,79.6571428571,79.8571428571
3,79.6571428571,79.8571428571
4,79.6571428571,79.8571428571
5,79.6571428571,79.8571428571
6,79.6571428571,79.8571428571
7,79.7142857143,79.9142857143
8,79.780952381,79.9428571429
9,79.7047619048,79.8
10,79.6571428571,79.7142857143
11,79.3428571429,79.6285714286
12,79.1714285714,79.4571428571
13,78.6380952381,79.0285714286
14,78.1047619048,78.2857142857
15,77.3619047619,77.0571428571
16,76.6,76.2857142857
17,76.0285714286,75.6571428571
18,75.5238095238,75.1428571429
19,74.8095238095,74.2571428571
20,73.9047619048,72.8
21,73.0,71.8857142857
22,71.9619047619,71.0857142857
23,70.8095238095,69.6285714286
24,69.4761904762,68.2857142857
25,68.2666666667,67.0571428571
26,66.6380952381,65.8
27,65.1333333333,64.3714285714
28,63.4666666667,62.6285714286
29,61.9904761905,61.1142857143
30,60.2857142857,59.6285714286
31,58.5714285714,58.2571428571
32,57.1428571429,56.8571428571
33,56.0761904762,55.4857142857
34,54.8095238095,54.3714285714
35,53.8952380952,53.7142857143
36,53.0380952381,52.5714285714
37,52.3904761905,51.6285714286
38,51.4857142857,51.1428571429
39,50.7904761905,50.4285714286
40,50.2571428571,49.6285714286
41,49.8,48.9142857143
42,49.2095238095,48.4857142857
43,48.8571428571,48.0285714286
44,48.3619047619,47.6
45,48.019047619,47.6285714286
46,47.7238095238,47.2857142857
47,47.4,47.0285714286
48,47.1142857143,46.6285714286
49,46.8476190476,46.2571428571
50,46.6857142857,46.0
51,46.5047619048,45.8
52,46.3142857143,45.4857142857
53,46.1714285714,45.3714285714
54,46.0761904762,45.3428571429
55,45.8095238095,45.3142857143
56,45.7238095238,45.0571428571
57,45.5714285714,44.8571428571
58,45.5142857143,44.7714285714
59,45.419047619,44.7142857143
60,45.2761904762,44.5142857143
61,45.1238095238,44.4
62,44.9714285714,44.2857142857
63,44.8476190476,44.1714285714
64,44.7238095238,44.1428571429
65,44.5619047619,44.1142857143
66,44.4285714286,44.0285714286
67,44.2476190476,43.7428571429
68,44.1428571429,43.7428571429
69,43.9714285714,43.5714285714
70,43.7523809524,43.3714285714
71,43.619047619,43.2
72,43.3619047619,43.0857142857
73,43.2285714286,42.8285714286
74,43.0095238095,42.6285714286
75,42.9333333333,42.4857142857
76,42.8285714286,42.4285714286
77,42.6571428571,42.3142857143
78,42.5523809524,42.1428571429
79,42.4380952381,42.0285714286
80,42.3047619048,41.9142857143
81,42.1714285714,41.8
82,42.019047619,41.7142857143
83,41.9047619048,41.5714285714
84,41.7619047619,41.4285714286
85,41.6380952381,41.2571428571
86,41.5428571429,41.1428571429
87,41.4285714286,40.9142857143
88,41.2761904762,40.7714285714
89,41.1619047619,40.6571428571
90,41.0095238095,40.4571428571
91,40.9238095238,40.3714285714
92,40.8476190476,40.2857142857
93,40.7428571429,40.2285714286
94,40.5523809524,40.1428571429
95,40.4285714286,40.0285714286
96,40.3142857143,40.0285714286
97,40.2952380952,39.9714285714
98,40.2476190476,39.9142857143
99,40.1714285714,39.9428571429
100,40.0857142857,39.7714285714
101,39.9523809524,39.6285714286
102,39.8476190476,39.5714285714
103,39.7523809524,39.4571428571
104,39.6,39.4285714286
105,39.4666666667,39.4
106,39.380952381,39.2857142857
107,39.2761904762,39.2285714286
108,39.2666666667,39.2
109,39.1714285714,39.0285714286
110,39.0476190476,38.8
111,38.9142857143,38.7714285714
112,38.8380952381,38.7142857143
113,38.7714285714,38.5714285714
114,38.6761904762,38.4
115,38.5619047619,38.3428571429
116,38.4857142857,38.3428571429
117,38.3619047619,38.2857142857
118,38.2,38.2
119,38.019047619,38.1714285714
120,37.8857142857,38.1714285714
121,37.8,38.1428571429
122,37.6857142857,38.0857142857
123,37.580952381,38.0285714286
124,37.4285714286,37.8857142857
125,37.3142857143,37.8285714286
126,37.2380952381,37.7714285714
127,37.1238095238,37.6285714286
128,37.0761904762,37.5428571429
129,36.9619047619,37.4
130,36.9142857143,37.2
131,36.819047619,36.9714285714
132,36.7333333333,36.9142857143
133,36.580952381,36.8857142857
134,36.4857142857,36.7142857143
135,36.419047619,36.6
136,36.3333333333,36.5142857143
137,36.2476190476,36.4285714286
138,36.180952381,36.2857142857
139,36.0571428571,36.1714285714
140,35.8857142857,36.0857142857
141,35.7523809524,35.9714285714
142,35.7619047619,35.8857142857
143,35.6571428571,35.7714285714
144,35.6095238095,35.7142857143
145,35.5428571429,35.7142857143
146,35.419047619,35.6
147,35.3333333333,35.6
148,35.219047619,35.5428571429
149,35.2095238095,35.4285714286
150,35.1619047619,35.4
151,35.0380952381,35.3714285714
152,35.0095238095,35.2857142857
153,34.9428571429,35.2285714286
154,34.8666666667,35.1714285714
155,34.8,35.1428571429
156,34.8095238095,35.0285714286
157,34.7619047619,35.0571428571
158,34.7333333333,34.9714285714
159,34.6380952381,34.9142857143
160,34.5904761905,34.8
161,34.5619047619,34.7142857143
162,34.5619047619,34.7142857143
163,34.4952380952,34.6571428571
164,34.380952381,34.5142857143
165,34.2857142857,34.4
166,34.2476190476,34.2571428571
167,34.2095238095,34.1428571429
168,34.1047619048,34.1142857143
169,34.0761904762,34.1714285714
170,34.0285714286,34.2285714286
171,33.9714285714,34.1142857143
172,33.9047619048,34.2571428571
173,33.8666666667,34.1142857143
174,33.8095238095,33.9714285714
175,33.7428571429,33.9714285714
176,33.6761904762,33.8857142857
177,33.6380952381,33.8857142857
178,33.6,33.8
179,33.5333333333,33.7142857143
180,33.5047619048,33.6571428571
181,33.4476190476,33.6
182,33.419047619,33.4857142857
183,33.3904761905,33.4857142857
184,33.3904761905,33.4857142857
185,33.4095238095,33.5428571429
186,33.4285714286,33.5428571429
187,33.419047619,33.5142857143
188,33.4,33.5142857143
189,33.3428571429,33.4857142857
190,33.2952380952,33.5142857143
191,33.2857142857,33.4857142857
192,33.2380952381,33.5142857143
193,33.2285714286,33.4285714286
194,33.1619047619,33.3428571429
195,33.1523809524,33.3428571429
196,33.1523809524,33.2285714286
197,33.1523809524,33.2571428571
198,33.1619047619,33.2571428571
199,33.1333333333,33.0857142857
200,33.1047619048,33.0285714286
201,33.0857142857,33.0
202,33.0666666667,33.0
203,33.0666666667,32.9714285714
204,33.0476190476,32.9428571429
205,33.0285714286,32.9142857143
206,33.019047619,32.9428571429
207,32.9714285714,32.8571428571
208,32.9142857143,32.8285714286
209,32.8952380952,32.8
210,32.8857142857,32.8
211,32.8761904762,32.8857142857
212,32.8857142857,32.8571428571
213,32.8666666667,32.8857142857
214,32.8666666667,32.8857142857
215,32.8285714286,32.8857142857
216,32.7904761905,32.8571428571
217,32.780952381,32.8857142857
218,32.7904761905,32.8285714286
219,32.7714285714,32.8285714286
220,32.7238095238,32.7714285714
221,32.7238095238,32.8
222,32.7142857143,32.8
223,32.6761904762,32.8
224,32.6380952381,32.7714285714
225,32.6380952381,32.7428571429
226,32.6380952381,32.7714285714
227,32.6476190476,32.7142857143
228,32.619047619,32.6571428571
229,32.619047619,32.6285714286
230,32.6285714286,32.6
231,32.6285714286,32.5714285714
232,32.619047619,32.5428571429
233,32.6095238095,32.5714285714
234,32.6,32.5714285714
235,32.5619047619,32.5714285714
236,32.5904761905,32.4857142857
237,32.5523809524,32.4571428571
238,32.5047619048,32.4857142857
239,32.5047619048,32.4857142857
240,32.4666666667,32.4857142857
241,32.4761904762,32.4285714286
242,32.4666666667,32.4
243,32.4571428571,32.3142857143
244,32.4761904762,32.3142857143
245,32.4571428571,32.3142857143
246,32.4571428571,32.3428571429
247,32.4476190476,32.3428571429
248,32.4095238095,32.3428571429
249,32.4095238095,32.3714285714
250,32.3904761905,32.4
251,32.380952381,32.4285714286
252,32.3619047619,32.4857142857
253,32.3333333333,32.4571428571
254,32.3333333333,32.4285714286
255,32.3047619048,32.4285714286
256,32.3047619048,32.4285714286
257,32.3428571429,32.4
258,32.3523809524,32.4285714286
259,32.3428571429,32.4285714286
260,32.3428571429,32.4285714286
261,32.3238095238,32.4571428571
262,32.3142857143,32.4571428571
263,32.2857142857,32.5142857143
264,32.2761904762,32.5142857143
265,32.3142857143,32.5142857143
266,32.3333333333,32.5142857143
267,32.3428571429,32.4857142857
268,32.3142857143,32.4285714286
269,32.3333333333,32.4571428571
270,32.2952380952,32.3714285714
271,32.2857142857,32.3714285714
272,32.2761904762,32.3428571429
273,32.2666666667,32.3142857143
274,32.2666666667,32.3142857143
275,32.2476190476,32.2571428571
276,32.2476190476,32.2571428571
277,32.2285714286,32.2857142857
