,train_errs,val_errs
0,72.3238095238,71.7428571429
1,70.6761904762,69.9428571429
2,69.019047619,68.1142857143
3,68.0857142857,67.1142857143
4,66.6761904762,65.7428571429
5,65.7333333333,64.4571428571
6,65.0380952381,63.6285714286
7,64.4,63.0571428571
8,63.7333333333,62.3714285714
9,62.9904761905,61.7714285714
10,62.5333333333,61.4285714286
11,61.9142857143,61.0
12,61.0857142857,60.6
13,60.1523809524,59.9428571429
14,59.380952381,59.1142857143
15,58.4476190476,58.3428571429
16,57.6,57.6
17,56.9238095238,57.0571428571
18,56.2761904762,56.3142857143
19,55.8,55.6
20,55.3333333333,54.8285714286
21,54.6761904762,54.4857142857
22,54.0761904762,54.0
23,53.5428571429,53.4
24,52.8952380952,52.6857142857
25,52.0952380952,52.0857142857
26,51.6095238095,51.5714285714
27,50.9428571429,51.1142857143
28,50.2857142857,50.4285714286
29,49.6380952381,49.7142857143
30,49.0476190476,49.1714285714
31,48.5619047619,48.8
32,48.0285714286,48.2857142857
33,47.419047619,47.8285714286
34,46.8761904762,47.1142857143
35,46.4095238095,46.7142857143
36,45.9428571429,46.4
37,45.4095238095,45.6285714286
38,44.9523809524,45.3142857143
39,44.5904761905,45.0285714286
40,44.2857142857,44.5142857143
41,43.7238095238,43.9142857143
42,43.2761904762,43.4571428571
43,42.8476190476,43.0857142857
44,42.4666666667,42.6857142857
45,42.0857142857,42.4285714286
46,41.7523809524,42.2
47,41.4095238095,41.8285714286
48,41.0761904762,41.5142857143
49,40.8952380952,41.1142857143
50,40.5142857143,40.7428571429
51,40.0857142857,40.4857142857
52,39.8761904762,40.3142857143
53,39.5333333333,40.0
54,39.2857142857,39.8
55,39.019047619,39.6
56,38.8095238095,39.4
57,38.6,39.1142857143
58,38.3142857143,38.9142857143
59,38.0952380952,38.8
60,37.8761904762,38.3142857143
61,37.7428571429,38.0857142857
62,37.6095238095,38.0857142857
63,37.4,38.0857142857
64,37.2666666667,38.0
65,37.1714285714,37.8285714286
66,37.0476190476,37.6285714286
67,36.9047619048,37.3428571429
68,36.6761904762,37.1714285714
69,36.5904761905,37.0857142857
70,36.4,36.6285714286
71,36.219047619,36.4285714286
72,36.0761904762,36.3142857143
73,35.8952380952,36.0857142857
74,35.7428571429,35.9428571429
75,35.5238095238,35.7714285714
76,35.4095238095,35.6857142857
77,35.2285714286,35.6285714286
78,35.1523809524,35.5142857143
79,35.0666666667,35.4571428571
80,34.980952381,35.3714285714
81,34.8,35.1714285714
82,34.7428571429,35.0285714286
83,34.6476190476,34.8285714286
84,34.5714285714,34.7428571429
85,34.5904761905,34.7428571429
86,34.5047619048,34.5714285714
87,34.4476190476,34.4571428571
88,34.3904761905,34.3714285714
89,34.380952381,34.4
90,34.3523809524,34.2571428571
91,34.2857142857,34.2
92,34.219047619,34.2285714286
93,34.1619047619,34.0857142857
94,34.1142857143,33.9714285714
95,34.1142857143,33.9428571429
96,34.0666666667,33.9428571429
97,34.0095238095,33.8857142857
98,33.9714285714,33.9142857143
99,33.8761904762,33.8285714286
100,33.7619047619,33.8571428571
101,33.6761904762,33.8285714286
102,33.6380952381,33.8857142857
103,33.6285714286,33.8285714286
104,33.5714285714,33.7142857143
105,33.5238095238,33.7142857143
106,33.4285714286,33.6285714286
107,33.3619047619,33.6285714286
108,33.2666666667,33.5428571429
109,33.2857142857,33.4857142857
110,33.2095238095,33.4571428571
111,33.0952380952,33.4
112,33.0857142857,33.4285714286
113,32.9904761905,33.4
114,32.9428571429,33.4
115,32.8666666667,33.4
116,32.819047619,33.4
117,32.780952381,33.3714285714
118,32.6952380952,33.2857142857
119,32.619047619,33.1714285714
120,32.6095238095,33.0857142857
121,32.5904761905,33.0
122,32.5142857143,32.9714285714
123,32.4476190476,32.9714285714
124,32.4095238095,32.9428571429
125,32.3047619048,32.8571428571
126,32.2857142857,32.8571428571
127,32.2857142857,32.8857142857
128,32.3142857143,32.8857142857
129,32.3142857143,32.9714285714
130,32.2666666667,32.9142857143
131,32.2095238095,32.9714285714
132,32.1619047619,32.9714285714
133,32.0571428571,32.9142857143
134,31.9904761905,32.9142857143
135,31.9619047619,32.9714285714
136,31.9428571429,32.9714285714
137,31.9428571429,33.0285714286
138,31.9238095238,32.9428571429
139,31.8857142857,32.8857142857
140,31.7523809524,32.8
141,31.7047619048,32.7714285714
142,31.6476190476,32.8
143,31.6095238095,32.7714285714
144,31.6571428571,32.7142857143
145,31.619047619,32.6571428571
146,31.5904761905,32.6
147,31.5333333333,32.5714285714
148,31.5047619048,32.5714285714
149,31.4857142857,32.5428571429
150,31.4761904762,32.5142857143
151,31.4761904762,32.4285714286
152,31.4285714286,32.4571428571
153,31.419047619,32.4571428571
154,31.419047619,32.3714285714
155,31.3619047619,32.2857142857
156,31.3238095238,32.2285714286
157,31.2952380952,32.2
158,31.3142857143,32.2
159,31.3142857143,32.0857142857
160,31.3047619048,32.0285714286
161,31.2952380952,32.0285714286
162,31.2761904762,31.9428571429
163,31.2476190476,32.0
164,31.2380952381,32.0571428571
165,31.2761904762,32.0857142857
166,31.2666666667,32.0857142857
167,31.2761904762,32.0571428571
168,31.2285714286,32.0857142857
169,31.219047619,32.1428571429
170,31.1619047619,32.0285714286
171,31.1523809524,31.9714285714
172,31.1238095238,32.0285714286
173,31.0857142857,31.9714285714
174,31.0571428571,31.9714285714
175,31.0285714286,31.9714285714
176,31.019047619,31.9428571429
177,31.0,31.8857142857
178,30.9619047619,31.8857142857
179,30.9333333333,31.9428571429
180,30.9238095238,32.0285714286
181,30.9047619048,32.0
182,30.9047619048,32.0
183,30.8952380952,32.0
184,30.819047619,32.0
185,30.8095238095,32.0
186,30.8285714286,31.9428571429
187,30.8095238095,31.9142857143
188,30.780952381,31.8571428571
189,30.780952381,31.8285714286
190,30.780952381,31.8
191,30.8,31.8
192,30.8095238095,31.8
193,30.8,31.8
194,30.7904761905,31.8
195,30.7904761905,31.8285714286
196,30.7904761905,31.8
197,30.7619047619,31.7714285714
198,30.7523809524,31.7714285714
199,30.7333333333,31.7428571429
200,30.7333333333,31.7142857143
201,30.7333333333,31.6857142857
202,30.6952380952,31.7428571429
203,30.6952380952,31.7714285714
204,30.6857142857,31.7714285714
205,30.7047619048,31.7714285714
206,30.7142857143,31.8
207,30.7142857143,31.8285714286
208,30.7047619048,31.7714285714
209,30.6857142857,31.7428571429
210,30.6571428571,31.7142857143
211,30.6285714286,31.6571428571
212,30.6285714286,31.6571428571
213,30.6095238095,31.6571428571
214,30.6095238095,31.6285714286
215,30.6,31.6285714286
216,30.5714285714,31.6
217,30.5523809524,31.6
218,30.5238095238,31.5714285714
219,30.5047619048,31.5714285714
220,30.5238095238,31.5428571429
221,30.5238095238,31.6
222,30.5238095238,31.6
223,30.5333333333,31.5142857143
224,30.5428571429,31.5142857143
225,30.5238095238,31.5142857143
226,30.5047619048,31.5142857143
227,30.5047619048,31.5142857143
228,30.4761904762,31.4571428571
229,30.4666666667,31.4571428571
230,30.4666666667,31.4571428571
231,30.4380952381,31.4285714286
232,30.4285714286,31.4285714286
233,30.4285714286,31.4
234,30.4,31.4
235,30.4,31.4
236,30.3714285714,31.4
237,30.3523809524,31.3714285714
238,30.3238095238,31.3714285714
239,30.3333333333,31.4285714286
240,30.3142857143,31.4571428571
241,30.2952380952,31.4571428571
242,30.2761904762,31.4
243,30.2571428571,31.4285714286
244,30.219047619,31.4
245,30.2095238095,31.3714285714
246,30.2285714286,31.4
247,30.219047619,31.4285714286
248,30.1904761905,31.4
249,30.1904761905,31.3714285714
250,30.2095238095,31.3714285714
251,30.180952381,31.3428571429
252,30.1619047619,31.3428571429
253,30.1619047619,31.3428571429
254,30.1523809524,31.3142857143
255,30.1428571429,31.3142857143
256,30.1333333333,31.3142857143
257,30.1428571429,31.2285714286
258,30.1142857143,31.2285714286
259,30.1047619048,31.2285714286
260,30.0857142857,31.2285714286
261,30.0666666667,31.2285714286
262,30.0761904762,31.2285714286
263,30.0952380952,31.2285714286
264,30.0952380952,31.1714285714
265,30.0857142857,31.1714285714
266,30.0857142857,31.1714285714
267,30.0857142857,31.2
268,30.1047619048,31.2285714286
269,30.1047619048,31.2285714286
270,30.1047619048,31.2571428571
271,30.1142857143,31.2285714286
272,30.1047619048,31.2285714286
273,30.1047619048,31.2571428571
274,30.0952380952,31.2571428571
275,30.0761904762,31.2571428571
276,30.0857142857,31.2857142857
277,30.0761904762,31.2571428571
278,30.0571428571,31.2
279,30.0666666667,31.1714285714
280,30.0666666667,31.1714285714
281,30.0380952381,31.1428571429
