,train_errs,val_errs
0,73.5904761905,74.0285714286
1,63.7619047619,63.4857142857
2,59.9142857143,60.8571428571
3,62.619047619,62.1428571429
4,56.2761904762,57.9428571429
5,62.180952381,61.6857142857
6,54.0857142857,55.9142857143
7,61.8571428571,61.2857142857
8,52.9714285714,54.6571428571
9,61.2571428571,60.4571428571
10,52.2285714286,53.9714285714
11,58.9333333333,58.2857142857
12,51.7523809524,53.3714285714
13,54.7904761905,54.6571428571
14,51.1238095238,52.8571428571
15,50.6,50.1428571429
16,48.0,50.0571428571
17,45.7904761905,45.6285714286
18,42.9523809524,45.0285714286
19,42.4285714286,42.0857142857
20,39.1333333333,40.3714285714
21,40.6380952381,40.1142857143
22,37.9904761905,39.0571428571
23,40.780952381,40.8571428571
24,39.0666666667,39.8857142857
25,42.0095238095,42.0571428571
26,41.2476190476,41.7714285714
27,43.1142857143,43.0285714286
28,41.9142857143,42.6285714286
29,42.4095238095,42.4857142857
30,41.1047619048,41.8
31,41.5619047619,41.5714285714
32,40.3238095238,40.5142857143
33,40.8571428571,40.8285714286
34,39.5142857143,39.8571428571
35,40.180952381,39.9142857143
36,38.8476190476,39.4571428571
37,39.5714285714,39.2571428571
38,38.3333333333,38.6571428571
39,38.8952380952,38.6
40,37.8,38.3142857143
41,38.2380952381,38.0
42,37.4,38.0571428571
43,37.819047619,37.7428571429
44,37.0476190476,37.8
45,37.419047619,37.4285714286
46,36.9619047619,37.6857142857
47,36.9904761905,37.1142857143
48,36.7047619048,37.4571428571
49,36.6571428571,36.9714285714
50,36.4761904762,37.2285714286
51,36.3428571429,36.8285714286
52,36.3904761905,37.0
53,36.219047619,36.5142857143
54,36.3333333333,36.8571428571
55,36.0380952381,36.4
56,36.2666666667,36.7142857143
57,35.8476190476,36.3142857143
58,36.1142857143,36.6571428571
59,35.7714285714,36.1428571429
60,36.019047619,36.6
61,35.6857142857,36.0285714286
62,35.9142857143,36.5714285714
63,35.5333333333,35.9142857143
64,35.8476190476,36.5428571429
65,35.3523809524,35.7142857143
66,35.780952381,36.3714285714
67,35.3238095238,35.6
68,35.7142857143,36.3714285714
69,35.2857142857,35.5714285714
70,35.7333333333,36.3714285714
71,35.2285714286,35.5142857143
72,35.7047619048,36.3714285714
73,35.1523809524,35.4285714286
74,35.7047619048,36.3142857143
75,35.1523809524,35.3714285714
76,35.6571428571,36.4285714286
77,35.0952380952,35.3142857143
78,35.5523809524,36.3142857143
79,35.0380952381,35.2857142857
80,35.5238095238,36.3714285714
81,34.9619047619,35.2857142857
82,35.4952380952,36.2857142857
83,34.9142857143,35.2857142857
84,35.4761904762,36.3714285714
85,34.8571428571,35.2285714286
86,35.4761904762,36.4285714286
87,34.8095238095,35.2857142857
88,35.4761904762,36.3714285714
89,34.7428571429,35.1142857143
90,35.419047619,36.3428571429
91,34.7238095238,35.0571428571
92,35.3904761905,36.3714285714
93,34.7142857143,35.0
94,35.4,36.3142857143
95,34.6857142857,35.0
96,35.3428571429,36.3714285714
97,34.6380952381,35.0
98,35.3428571429,36.2571428571
99,34.6095238095,34.9428571429
100,35.3142857143,36.2285714286
101,34.5523809524,34.9142857143
102,35.2857142857,36.2285714286
103,34.5238095238,34.8285714286
104,35.2476190476,36.2
105,34.5047619048,34.8
106,35.2476190476,36.2857142857
107,34.4761904762,34.8285714286
108,35.2095238095,36.2
109,34.4666666667,34.8571428571
110,35.180952381,36.2
111,34.4095238095,34.8571428571
112,35.1523809524,36.2
113,34.4,34.8285714286
114,35.1619047619,36.1714285714
115,34.3523809524,34.8285714286
116,35.1428571429,36.1428571429
117,34.3142857143,34.8
118,35.1523809524,36.1428571429
119,34.2761904762,34.6571428571
120,35.1142857143,36.1714285714
121,34.2476190476,34.6285714286
122,35.0761904762,36.1714285714
123,34.2380952381,34.6285714286
124,35.0476190476,36.1428571429
125,34.2285714286,34.5714285714
126,35.0095238095,36.0857142857
127,34.1904761905,34.5428571429
128,34.980952381,35.9714285714
