,train_errs,val_errs
0,79.8,79.2
1,77.0952380952,76.6571428571
2,73.819047619,73.6285714286
3,70.5523809524,70.6285714286
4,68.819047619,68.7428571429
5,67.3428571429,67.5428571429
6,65.8666666667,66.1142857143
7,64.3333333333,64.6285714286
8,62.980952381,63.1428571429
9,61.5714285714,61.8857142857
10,60.2095238095,60.8857142857
11,58.6571428571,58.7428571429
12,57.1047619048,56.8
13,55.7142857143,55.2
14,54.4761904762,53.7714285714
15,53.0857142857,52.8857142857
16,51.7333333333,51.6
17,50.8380952381,50.8
18,50.0476190476,50.4857142857
19,49.419047619,50.0
20,48.6761904762,49.2571428571
21,48.0476190476,48.3714285714
22,47.4285714286,47.8
23,46.7904761905,46.9142857143
24,46.3142857143,46.3428571429
25,45.6666666667,45.7714285714
26,45.0571428571,45.1428571429
27,44.3047619048,44.7428571429
28,43.6761904762,44.2571428571
29,43.0666666667,43.6
30,42.5428571429,42.9142857143
31,42.0761904762,42.6
32,41.5904761905,42.1714285714
33,41.0952380952,41.5142857143
34,40.4571428571,41.0285714286
35,40.0380952381,40.6
36,39.4952380952,40.1714285714
37,38.9619047619,39.8285714286
38,38.6476190476,39.6285714286
39,38.2380952381,39.2571428571
40,37.8761904762,38.8571428571
41,37.5333333333,38.6857142857
42,37.3428571429,38.3714285714
43,37.0761904762,38.2
44,36.8952380952,38.0
45,36.580952381,37.7714285714
46,36.3428571429,37.4571428571
47,36.1523809524,37.2285714286
48,35.9714285714,37.0571428571
49,35.7428571429,36.8285714286
50,35.5619047619,36.5428571429
51,35.3523809524,36.4571428571
52,35.1333333333,36.2285714286
53,35.019047619,36.0857142857
54,34.819047619,35.9142857143
55,34.7333333333,35.8
56,34.6380952381,35.6285714286
57,34.5333333333,35.4857142857
58,34.380952381,35.5142857143
59,34.3238095238,35.4
60,34.2380952381,35.3142857143
61,34.1238095238,35.2285714286
62,34.0095238095,35.1428571429
63,33.8857142857,35.1428571429
64,33.7619047619,35.0857142857
65,33.7047619048,35.0
66,33.6,34.7714285714
67,33.5428571429,34.8571428571
68,33.4571428571,34.7428571429
69,33.4,34.6571428571
70,33.3428571429,34.5714285714
71,33.2571428571,34.4857142857
72,33.180952381,34.3714285714
73,33.1047619048,34.2857142857
74,33.019047619,34.2857142857
75,32.9523809524,34.1714285714
76,32.8952380952,34.1142857143
77,32.8285714286,34.0285714286
78,32.8285714286,33.9714285714
79,32.819047619,33.9142857143
80,32.7619047619,33.9428571429
81,32.7142857143,33.9142857143
82,32.6666666667,33.9142857143
83,32.6380952381,33.8571428571
84,32.4952380952,33.8285714286
85,32.4380952381,33.8285714286
86,32.3904761905,33.9142857143
87,32.3714285714,33.9142857143
88,32.3047619048,33.9428571429
89,32.2857142857,33.8285714286
90,32.2857142857,33.7714285714
91,32.2571428571,33.7714285714
92,32.2380952381,33.6857142857
93,32.2,33.6285714286
94,32.1333333333,33.6
95,32.1333333333,33.4857142857
96,32.0666666667,33.5428571429
97,32.0380952381,33.5142857143
98,31.9619047619,33.4285714286
99,31.9523809524,33.3428571429
100,31.9619047619,33.3428571429
101,31.9714285714,33.3428571429
102,31.980952381,33.2285714286
103,31.9714285714,33.2571428571
104,31.980952381,33.1714285714
105,31.9714285714,33.2
106,31.9714285714,33.1714285714
107,31.9047619048,33.0857142857
108,31.8666666667,33.0571428571
109,31.8571428571,33.0857142857
110,31.8380952381,33.1142857143
111,31.8095238095,33.1142857143
112,31.8095238095,33.0285714286
113,31.780952381,32.9714285714
114,31.7523809524,32.8857142857
115,31.7333333333,32.8571428571
116,31.6952380952,32.6857142857
117,31.6380952381,32.6571428571
118,31.5428571429,32.6
119,31.4857142857,32.4571428571
120,31.4571428571,32.4285714286
121,31.419047619,32.4285714286
122,31.419047619,32.3714285714
123,31.3619047619,32.3142857143
124,31.3428571429,32.2285714286
125,31.3428571429,32.2285714286
126,31.3428571429,32.2285714286
127,31.2857142857,32.3142857143
128,31.2380952381,32.2571428571
129,31.2285714286,32.2857142857
130,31.1904761905,32.2857142857
131,31.180952381,32.2
132,31.1523809524,32.1428571429
133,31.1047619048,32.1142857143
134,31.1047619048,32.0857142857
135,31.0952380952,32.1142857143
136,31.0857142857,32.0857142857
137,31.0571428571,32.0571428571
138,31.0476190476,32.0571428571
139,31.0285714286,32.0
140,31.019047619,31.9428571429
141,31.0571428571,32.0
142,31.0380952381,31.9714285714
143,31.0095238095,31.8857142857
144,30.980952381,31.9428571429
145,30.9333333333,31.9428571429
146,30.9428571429,31.8857142857
147,30.9238095238,31.8857142857
148,30.8952380952,31.9142857143
149,30.9047619048,31.9142857143
150,30.9238095238,31.8571428571
151,30.9142857143,31.8571428571
152,30.8857142857,31.8285714286
153,30.8761904762,31.8
154,30.8857142857,31.9142857143
155,30.8857142857,31.8571428571
156,30.9047619048,31.8857142857
157,30.8666666667,31.8857142857
158,30.8571428571,31.8857142857
