,train_errs,val_errs
0,80.1142857143,79.4571428571
1,80.1142857143,79.4571428571
2,79.9619047619,79.2857142857
3,79.780952381,79.4571428571
4,80.0,79.8285714286
5,79.7904761905,79.8857142857
6,79.5619047619,79.7142857143
7,78.6571428571,79.0
8,78.2285714286,78.4
9,77.9904761905,77.8
10,77.6571428571,77.6285714286
11,77.1238095238,77.1428571429
12,76.580952381,76.4
13,76.1333333333,76.2
14,75.2571428571,75.2571428571
15,74.4952380952,74.2285714286
16,73.7142857143,73.3714285714
17,72.6380952381,71.7714285714
18,71.5142857143,70.5428571429
19,70.4857142857,69.7142857143
20,69.6285714286,68.4857142857
21,68.5523809524,67.4857142857
22,67.8,66.3142857143
23,66.9142857143,65.3428571429
24,66.0,64.2
25,64.9904761905,63.3714285714
26,64.2666666667,62.5428571429
27,63.4571428571,61.9714285714
28,62.6666666667,61.0571428571
29,62.1904761905,60.2285714286
30,61.6380952381,59.8857142857
31,60.9523809524,59.2
32,60.2,58.2285714286
33,59.5619047619,57.7142857143
34,58.819047619,57.3142857143
35,58.2285714286,56.7428571429
36,57.4380952381,56.4571428571
37,56.9333333333,55.8571428571
38,56.380952381,55.4857142857
39,55.9047619048,55.0571428571
40,55.3428571429,54.4571428571
41,54.8380952381,54.0857142857
42,54.3047619048,53.6
43,53.6380952381,53.2
44,53.0,52.5428571429
45,52.4761904762,51.8
46,51.9047619048,51.3428571429
47,51.5047619048,51.1428571429
48,51.1047619048,50.6857142857
49,50.6476190476,50.4
50,50.2952380952,49.8
51,49.9714285714,49.3714285714
52,49.6571428571,49.2571428571
53,49.3523809524,49.0571428571
54,49.1047619048,48.9142857143
55,48.8380952381,48.6
56,48.7047619048,48.2285714286
57,48.419047619,48.0571428571
58,48.1619047619,47.8571428571
59,47.7904761905,47.7142857143
60,47.619047619,47.4
61,47.3619047619,47.1428571429
62,47.0666666667,47.1142857143
63,46.7714285714,46.6857142857
64,46.5428571429,46.3142857143
65,46.2761904762,46.2
66,45.8857142857,45.8
67,45.6380952381,45.6
68,45.4666666667,45.2857142857
69,45.2952380952,45.1142857143
70,45.0666666667,44.8857142857
71,44.8,44.6285714286
72,44.4571428571,44.3428571429
73,44.1714285714,44.2285714286
74,43.9904761905,43.9428571429
75,43.7047619048,43.7428571429
76,43.4761904762,43.5142857143
77,43.2380952381,43.3428571429
78,43.0857142857,43.2571428571
79,42.9142857143,43.0571428571
80,42.6666666667,42.8571428571
81,42.4285714286,42.6
82,42.2476190476,42.5142857143
83,42.0571428571,42.4571428571
84,41.9238095238,42.2857142857
85,41.7333333333,42.0857142857
86,41.5714285714,41.8
87,41.4857142857,41.6285714286
88,41.2380952381,41.5428571429
89,40.9714285714,41.3714285714
90,40.8476190476,41.1142857143
91,40.7142857143,41.0285714286
92,40.4666666667,40.9714285714
93,40.2476190476,40.8285714286
94,40.0,40.6571428571
95,39.8761904762,40.4571428571
96,39.7428571429,40.3142857143
97,39.6285714286,40.0571428571
98,39.4571428571,39.9428571429
99,39.2476190476,39.8857142857
100,39.0476190476,39.8571428571
101,38.9142857143,39.6571428571
102,38.8,39.5142857143
103,38.6,39.3714285714
104,38.4476190476,39.2285714286
105,38.219047619,39.0285714286
106,38.0666666667,38.9428571429
107,37.9523809524,38.7142857143
108,37.819047619,38.5428571429
109,37.6857142857,38.4
110,37.5333333333,38.2
111,37.3904761905,38.1142857143
112,37.2761904762,37.9142857143
113,37.0857142857,37.8
114,36.9523809524,37.6285714286
115,36.8666666667,37.5142857143
116,36.7904761905,37.3714285714
117,36.6666666667,37.3142857143
118,36.5428571429,37.1428571429
119,36.4857142857,36.8857142857
120,36.3619047619,36.7714285714
121,36.2857142857,36.7142857143
122,36.1333333333,36.6857142857
123,36.0380952381,36.6285714286
124,35.9238095238,36.5428571429
125,35.7714285714,36.5142857143
126,35.6952380952,36.4571428571
127,35.6095238095,36.5142857143
128,35.4476190476,36.4571428571
129,35.3142857143,36.3714285714
130,35.2095238095,36.2285714286
131,35.1523809524,36.2
132,35.0857142857,36.0571428571
133,35.0095238095,36.0
134,34.9238095238,35.8571428571
135,34.8476190476,35.8
136,34.7904761905,35.8285714286
137,34.7047619048,35.7142857143
138,34.5904761905,35.6285714286
139,34.5333333333,35.5428571429
140,34.4666666667,35.4
141,34.4,35.3142857143
142,34.3333333333,35.2571428571
143,34.2,35.2
144,34.2,35.0857142857
145,34.1428571429,35.0571428571
146,34.0571428571,35.0857142857
147,33.9619047619,35.1142857143
148,33.9047619048,35.0571428571
149,33.819047619,35.0
150,33.7142857143,34.8571428571
151,33.6666666667,34.7714285714
152,33.6476190476,34.5428571429
153,33.580952381,34.5714285714
154,33.5619047619,34.4857142857
155,33.5047619048,34.4285714286
156,33.4666666667,34.3142857143
157,33.380952381,34.3428571429
158,33.3238095238,34.3142857143
159,33.2761904762,34.2571428571
160,33.219047619,34.1714285714
161,33.1904761905,34.0571428571
162,33.0857142857,33.9714285714
163,33.0476190476,33.9714285714
164,32.9523809524,33.9428571429
165,32.9238095238,33.9142857143
166,32.9047619048,33.8285714286
167,32.8666666667,33.8285714286
168,32.8666666667,33.8285714286
169,32.8666666667,33.7428571429
170,32.8095238095,33.6857142857
171,32.780952381,33.6
172,32.7333333333,33.6285714286
173,32.6857142857,33.6285714286
174,32.6,33.5714285714
175,32.580952381,33.5142857143
