,train_errs,val_errs
0,84.4285714286,83.4
1,85.4666666667,84.3714285714
2,85.6952380952,84.8285714286
3,85.6095238095,85.0
4,84.4571428571,84.2571428571
5,82.9714285714,83.0
6,80.980952381,80.8857142857
7,78.619047619,78.6285714286
8,75.619047619,75.4
9,73.180952381,73.3428571429
10,71.0761904762,71.4
11,69.2285714286,69.3428571429
12,67.5142857143,67.8285714286
13,65.8285714286,66.4857142857
14,64.2380952381,64.6285714286
15,62.7904761905,63.2571428571
16,61.4857142857,62.1714285714
17,60.2285714286,60.6
18,58.9714285714,59.6571428571
19,57.6761904762,58.7142857143
20,56.7523809524,57.8
21,55.8380952381,57.0285714286
22,54.8857142857,56.3714285714
23,54.019047619,55.3428571429
24,53.1142857143,54.3714285714
25,52.1333333333,53.6
26,51.180952381,52.7428571429
27,50.380952381,51.8857142857
28,49.3142857143,51.0857142857
29,48.5047619048,50.2285714286
30,47.7904761905,49.4571428571
31,47.1142857143,48.6571428571
32,46.3619047619,47.5714285714
33,45.6571428571,47.1428571429
34,45.0952380952,46.3428571429
35,44.5047619048,45.8857142857
36,43.9333333333,45.0857142857
37,43.3238095238,44.4571428571
38,42.8,44.0571428571
39,42.3047619048,43.4857142857
40,41.8761904762,43.0571428571
41,41.3523809524,42.7714285714
42,40.7904761905,42.3142857143
43,40.3047619048,41.9142857143
44,39.9333333333,41.4
45,39.5428571429,41.1142857143
46,39.3047619048,40.8285714286
47,39.019047619,40.6857142857
48,38.7238095238,40.3714285714
49,38.419047619,40.4285714286
50,38.1333333333,40.0857142857
51,37.980952381,39.6285714286
52,37.7904761905,39.2285714286
53,37.5904761905,39.1714285714
54,37.3142857143,38.8857142857
55,37.1238095238,38.5428571429
56,36.9238095238,38.3142857143
57,36.8095238095,38.2285714286
58,36.5333333333,38.3428571429
59,36.4285714286,38.1142857143
60,36.2952380952,37.9142857143
61,36.1619047619,37.7714285714
62,36.0285714286,37.6857142857
63,35.8,37.6285714286
64,35.7428571429,37.4857142857
65,35.6285714286,37.3428571429
66,35.4952380952,37.3142857143
67,35.4476190476,37.0571428571
68,35.2761904762,36.8857142857
69,35.1333333333,36.9142857143
70,34.980952381,36.8857142857
71,34.9238095238,36.6285714286
72,34.8761904762,36.5142857143
73,34.8095238095,36.3714285714
74,34.7047619048,36.2857142857
75,34.5619047619,36.2
76,34.4761904762,36.0571428571
77,34.419047619,36.0857142857
78,34.3523809524,35.9714285714
79,34.219047619,35.8857142857
80,34.2285714286,35.8857142857
81,34.1428571429,35.7714285714
82,34.0666666667,35.7142857143
83,34.019047619,35.6571428571
84,33.9047619048,35.6857142857
85,33.7523809524,35.5714285714
86,33.6952380952,35.4285714286
87,33.6,35.3428571429
88,33.5619047619,35.3428571429
89,33.4857142857,35.2857142857
90,33.419047619,35.2571428571
91,33.4,35.2285714286
92,33.3333333333,35.1714285714
93,33.3333333333,35.2
94,33.3238095238,35.0857142857
95,33.2952380952,35.0571428571
96,33.2476190476,35.0285714286
97,33.2285714286,34.9142857143
98,33.2,34.9142857143
99,33.1333333333,34.8
100,33.0857142857,34.7714285714
101,33.019047619,34.6857142857
102,32.9714285714,34.6857142857
103,32.9523809524,34.6857142857
104,32.8476190476,34.6285714286
105,32.819047619,34.5714285714
106,32.819047619,34.4857142857
107,32.8,34.4571428571
108,32.7714285714,34.4285714286
109,32.7523809524,34.3142857143
110,32.7619047619,34.2
111,32.7714285714,34.1142857143
112,32.7619047619,34.1428571429
113,32.6952380952,34.1714285714
114,32.6857142857,34.1714285714
115,32.6571428571,34.1714285714
116,32.6571428571,34.0857142857
117,32.6666666667,34.0571428571
118,32.6571428571,33.9714285714
119,32.6571428571,34.0
120,32.6095238095,33.9714285714
121,32.6,34.0285714286
122,32.580952381,33.9714285714
123,32.5428571429,33.9428571429
124,32.5523809524,33.8571428571
125,32.5238095238,33.8571428571
