,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,29,B002LC9OES,4.5,2204,85,8,0,7.0,0,1
1,32,B005BGE1TE,4.4,241,20,1,0,4.55,5,22
2,35,B01MEG6C50,3.0,810,13,13,2,10.99,73,1
3,23,B000S5S1DK,4.3,3752,64,52,0,3.29,0,1
4,21,B00461F4PA,3.9,6942,394,97,0,0.0,0,1
5,34,B00A7NUARS,4.3,1599,41,58,0,14.24,5,12
6,25,B003YMJJSK,4.5,3484,160,90,0,8.16,5,51
7,36,B00LV6VDG2,4.5,2107,68,14,0,16.99,59,2
8,38,B00H7KTEZ8,4.7,2644,58,24,0,13.16,5,1
9,40,B00W659M3S,3.7,495,30,2,0,25.0,0,5
10,24,B007SAC6XE,4.3,482,41,15,0,9.72,5,48
11,22,B00IOZWC2M,4.3,5781,216,20,0,14.2,5,5
12,27,B072C29XCN,3.9,396,0,0,0,15.99,0,1
13,26,B00H33ZP3O,4.3,88,17,2,0,13.49,24,1
14,31,B019SVHLEY,4.2,1786,96,214,0,7.99,60,3
15,39,B00X6ZNWG0,3.5,923,38,11,0,33.2,5,1
16,28,B0046VGPHQ,4.4,5345,414,83,0,13.1,0,37
17,37,B00BAM7F8C,4.5,1978,93,40,0,8.6,0,18
18,33,B01CNMASFY,4.2,660,21,224,0,8.95,75,1
19,30,B071X4VQ99,4.6,803,52,7,0,89.04,0,1
20,1,B0014P8L9W,4.5,13076,1000,262,0,9.45,0,58
21,9,B00MWI2IS0,4.3,4795,222,31,0,10.2,0,72
22,12,B00SK71SAG,4.6,3553,60,39,0,8.05,5,9
23,11,B00MLBPDQ2,4.6,980,27,9,0,18.73,5,30
24,7,B01K2UMMI0,4.3,4461,164,60,0,23.95,56,1
25,15,B004D2DR0Q,4.4,1918,137,21,0,10.68,5,19
26,17,B001459IEE,4.6,1420,56,7,0,8.52,5,33
27,10,B01M4MCUAF,4.5,5680,475,106,0,19.99,50,1
28,18,B006IB5T4W,4.7,1982,61,8,0,12.1,5,48
29,5,B00HYV2F7E,4.2,790,23,16,0,13.91,5,1
30,14,B004UH74DA,4.6,4543,123,30,0,10.38,5,22
31,4,B0020VJTDG,4.4,906,14,3,3,6.21,5,48
32,3,B004CDQ73K,4.4,1927,131,25,0,9.72,5,65
33,16,B0012J30LY,4.3,2884,192,29,0,16.93,5,10
34,2,B00016XJ4M,4.6,8166,314,107,0,10.47,48,46
35,20,B002MSN3QQ,4.4,2635,190,35,0,32.5,0,1
36,19,B00PCURCYA,4.4,856,14,35,1,6.62,5,14
37,13,B004AI97MA,4.3,4558,347,81,0,12.34,5,1
38,8,B001V9SXXU,4.6,4261,241,82,0,11.01,5,50
39,6,B0002QB9NE,4.5,5982,93,58,0,8.47,0,1
40,58,B00B81XR1Y,4.2,278,8,1,1,14.24,5,10
41,41,B000YJ2SLG,4.7,2015,97,56,0,10.06,5,45
42,55,B0090UJFYI,4.3,4760,329,154,0,14.49,0,6
43,48,B007KA7V5U,4.2,199,7,3,0,7.57,5,26
44,56,B00H2B4H2M,4.1,2275,212,80,0,14.99,25,17
45,44,B00DM14TYC,4.3,2606,56,16,0,11.69,0,1
46,54,B01LTIQ0R8,3.4,7,0,0,0,11.99,0,1
47,50,B00XTAFYKY,4.2,7281,665,100,0,29.99,25,1
48,59,B010FHRA4G,4.5,1954,116,19,0,14.7,51,1
49,57,B00365DABC,4.6,4261,241,82,0,7.88,5,38
50,46,B0054LHI5A,4.7,2958,68,22,0,9.49,5,26
51,51,B01ES349CY,4.6,1143,117,9,0,18.99,37,1
52,47,B00LNOV8JO,4.3,4388,335,75,0,13.95,0,1
53,45,B005HO0AR2,4.6,4543,123,30,0,13.79,5,15
54,52,B00K2RFAX8,4.6,1198,35,10,0,5.59,0,1
55,53,B01LZOA8F6,3.8,762,35,3,0,13.98,18,1
56,42,B000NWGCZ2,4.6,2514,80,32,0,12.72,5,49
57,60,B00C5AHTC0,4.5,1100,18,10,0,6.57,5,16
58,43,B01GYBSLFO,4.4,409,61,8,0,10.97,5,1
59,49,B0000536Y7,4.4,4420,161,32,0,3.46,5,52
60,86,B004DOYM2Q,4.5,406,18,3,0,33.2,5,1
61,84,B001ET76EY,4.4,1224,94,10,0,18.09,5,38
62,94,B00N528HIC,4.5,13076,1000,262,0,13.59,0,23
63,93,B00D9NV2D4,4.7,6232,243,56,0,15.25,0,1
64,90,B000UVZU1S,4.4,4420,161,32,0,5.22,5,41
65,99,B002JPJ2ZS,3.8,2982,186,65,0,0.0,0,1
66,82,B007HD570Q,4.6,1870,103,13,0,8.27,5,56
67,87,B000AU15E0,4.7,640,56,4,0,18.99,14,14
68,89,B0017SWIU4,4.2,1647,55,13,0,17.0,0,1
69,97,B0058E3XJI,4.1,3532,131,9,0,14.25,0,20
70,92,B00172O9NO,4.5,2204,85,8,0,14.0,0,1
71,98,B011QHFB4A,4.8,1035,38,13,0,11.99,5,1
72,95,B00J51O4FC,4.3,203,6,4,0,5.47,0,1
73,83,B00AREGVUM,4.3,4558,347,81,0,16.99,39,1
74,88,B01FLO5914,4.3,1511,78,21,0,18.95,5,1
75,100,B01M114813,4.1,399,42,10,0,23.97,5,13
76,96,B002CML1VG,4.5,187,19,6,0,26.99,25,1
77,81,B00NCF7206,4.8,2149,95,7,0,0.0,0,1
78,85,B00YPBPO0Q,4.6,210,7,2,0,8.47,0,1
79,91,B00NR1YQK4,4.3,1674,121,43,0,14.24,5,20
80,69,B00WRN3TBU,4.7,2084,123,15,0,15.95,36,1
81,80,B0169PFLFI,4.0,4092,218,440,0,14.2,5,5
82,75,B0009EILKS,4.0,1343,16,6,3,7.49,17,2
83,64,B00PO7GKLM,4.4,1384,99,98,0,21.95,54,1
84,78,B00JJZN1HG,4.4,1927,131,25,0,19.94,17,33
85,74,B0147LDPRM,4.2,1700,76,21,0,10.41,5,5
86,76,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1
87,62,B00OMXW9HI,4.7,1540,19,3,4,10.34,5,12
88,67,B006RFZ66K,4.0,1918,36,43,0,11.99,14,3
89,71,B00PBX3TN6,4.1,798,12,3,1,4.87,0,42
90,72,B01AAQD2NU,4.4,2321,87,28,0,29.99,57,18
91,79,B071FHQM3X,4.8,404,0,0,0,16.99,72,1
92,77,B0000YUXI0,4.3,5647,113,30,0,14.95,0,7
93,65,B01M0PB8DZ,4.1,399,42,10,0,11.39,5,15
94,70,B00V9D7O1U,4.2,394,11,2,1,18.98,5,9
