,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,3,B00120VWJ0,4.7,7316,357,146,0,15.99,11,18
1,15,B004N79BYC,4.8,323,11,1,0,12.99,0,1
2,8,B000HK1OOY,4.7,7316,357,146,0,14.39,11,23
3,17,B00A6FAXOM,4.3,603,14,11,0,10.5,0,22
4,12,B00LIBEBTG,4.6,777,23,2,0,9.98,47,1
5,5,B00HNTPF7E,4.8,2064,69,12,0,19.99,0,1
6,6,B004N7DQHA,4.9,2399,65,75,0,29.99,14,1
7,10,B01LX9IIDJ,4.2,621,31,11,0,14.95,32,1
8,20,B018MU5FN6,4.7,3892,55,25,0,21.99,55,1
9,16,B00B7QEBHE,4.7,266,8,1,0,8.99,0,1
10,4,B00QPNVC0I,4.4,1503,39,7,0,8.78,5,15
11,14,B01EXBUFII,4.3,696,45,13,0,19.99,0,1
12,11,B01F88BMC8,4.3,285,5,5,0,8.49,65,1
13,2,B0046VGPHQ,4.4,5265,408,82,0,13.25,0,35
14,1,B01N3BW11X,4.3,505,28,8,0,14.95,60,1
15,18,B00KFR73NU,4.4,1040,25,7,0,6.95,0,3
16,7,B00PV15BPW,4.5,2599,82,38,0,13.95,53,1
17,9,B00MOL4AIQ,4.8,3768,86,22,0,19.95,64,1
18,19,B0064GBCL0,4.5,148,5,1,2,2.94,61,4
19,13,B0158S5BIY,4.6,559,11,6,0,17.97,53,1
20,40,B00V6WZ7WW,4.3,634,20,10,0,4.97,17,16
21,30,B007IAE5WY,4.7,995,36,9,0,11.4,0,19
22,36,B071YTN8PQ,4.5,37,6,2,4,24.94,0,1
23,25,B06XX7QQK7,4.7,30,4,0,0,11.9,40,1
24,27,B00ZRWMCXY,3.9,1618,51,25,0,13.99,53,1
25,33,B00KVOR9VI,4.4,1464,15,9,2,13.75,45,3
26,37,B0016ISD04,4.3,728,21,26,5,5.45,0,12
27,32,B01N6JG35L,4.8,18,0,0,0,2.85,5,1
28,24,B01MFGN8S5,4.9,657,17,4,1,26.8,0,1
29,39,B00180DS7I,4.3,237,12,4,0,15.99,24,9
30,35,B00VR9YE8C,4.2,467,11,3,0,10.99,0,1
31,29,B00B1M0XCG,4.3,1523,65,24,0,9.57,0,5
32,26,B00FA53Q8S,3.8,508,23,5,0,8.88,31,1
33,38,B00HMSU4ZE,4.4,332,8,1,0,16.32,0,15
34,34,B06XDKC558,4.5,105,15,0,0,9.97,64,1
35,23,B001CTQMIC,4.3,906,14,4,5,8.49,0,1
36,28,B00GJ1UK3G,3.9,1116,47,9,0,9.99,50,1
37,21,B00EP5S7HE,4.4,970,90,5,0,16.38,45,15
38,31,B001MIZMP2,4.5,1978,52,13,0,9.95,5,23
39,22,B01LK643T6,4.5,472,41,0,0,12.95,41,4
40,42,B005IYYF5E,4.2,308,5,1,1,3.99,0,5
41,57,B008RDEI0A,4.6,333,8,0,0,32.55,0,2
42,44,B00ZMXCN1O,4.7,1369,44,20,0,19.95,60,1
43,49,B01A09JXNK,4.2,1081,35,6,0,10.99,27,1
44,43,B00YE3CPW0,4.6,1238,22,4,0,13.99,65,1
45,46,B01AJQ6LRK,3.8,262,7,0,0,3.49,0,1
46,56,B00LIBEDC6,4.5,371,11,2,3,11.95,46,1
47,52,B00SBSTZ22,4.3,403,14,1,0,11.99,40,1
48,59,B004S0ETHI,4.5,210,8,1,0,18.0,0,15
49,60,B00BOUQTJG,4.3,89,9,9,0,5.68,5,11
50,47,B01BUP4T6Y,4.7,757,33,0,0,13.25,5,1
51,41,B007THNPBS,4.4,160,0,0,0,4.87,19,32
52,55,B00OMXWBPS,4.5,74,0,0,0,9.43,5,1
53,58,B0001TSIB8,4.7,7316,357,146,0,16.99,0,20
54,48,B01LYFI1ST,4.8,479,14,9,0,24.99,38,1
55,45,B0011DJICG,4.2,409,8,0,0,13.54,5,37
56,51,B00BBD508C,4.8,1194,81,54,0,27.55,5,1
57,54,B001MX89Y8,4.4,661,7,4,2,7.99,0,27
58,53,B01LQ77K76,4.4,147,14,1,0,8.98,0,4
59,50,B01BMT8XDI,4.3,148,6,1,0,10.99,0,1
60,64,B01ESRUYB0,4.4,221,11,1424,0,13.93,76,1
61,65,B0170AFF8O,4.4,93,8,0,0,7.99,20,1
62,71,B014QVV9UI,5.0,8,0,0,0,4.97,23,1
63,66,B01B8P253K,4.3,59,3,0,0,7.99,20,1
64,74,B07289VCXR,4.0,393,13,2,0,12.99,70,1
65,79,B01DMQ7VBO,4.7,117,0,0,0,16.65,0,17
66,76,B00VTHCARY,4.6,128,4,1,0,5.59,5,7
67,73,B00B7QZGI2,4.8,149,8,0,0,9.99,0,1
68,77,B000VT3QPQ,4.4,203,6,0,0,16.44,0,5
69,63,B000F54AN8,3.7,3624,207,128,0,21.28,0,26
70,70,B01MQU4A0X,4.1,87,0,0,0,7.99,62,1
71,80,B0092MG5JW,4.3,634,20,10,0,4.87,28,20
72,69,B01D9O1GA6,4.5,22,0,0,0,19.99,0,3
73,72,B00H3MATM2,3.8,699,18,7,0,8.88,56,1
74,61,B01LYSM4FZ,4.5,187,7,1,1,13.99,0,3
75,75,B00JB8VN4E,4.0,284,10,0,3,12.65,24,27
76,62,B01MYMKZPC,4.0,55,0,0,0,5.99,0,2
77,67,B00VVMBRIK,4.8,750,27,7,1,19.97,56,1
78,68,B015HTI3UC,4.3,167,6,1,0,12.56,0,20
79,78,B0086K3G02,3.7,141,11,6,0,43.9,0,13
80,89,B0193G18AW,4.5,187,7,1,1,2.98,40,15
81,91,B06Y3KKCSL,5.0,205,0,0,0,14.95,25,1
82,98,B071SDVK35,0.0,0,0,0,0,12.99,0,1
83,92,B01LMNPHGU,3.6,6,3,0,0,19.34,23,14
84,85,B018UJYU2Q,4.0,298,24,3,2,23.66,5,1
85,84,B0068UZBHS,4.1,555,15,9,0,6.29,0,1
86,100,B01GET0Q4K,4.5,47,0,0,0,14.99,63,1
87,97,B06WWJJHM9,4.4,23,0,0,0,7.99,29,1
88,82,B06XSG786H,4.5,42,0,0,0,7.99,50,2
89,94,B00H9T5Z7S,4.6,664,21,2,0,17.89,0,10
90,96,B016YWFDWW,4.6,192,6,0,0,9.99,41,1
91,90,B001HTTBWQ,4.4,550,28,4,0,37.5,0,31
92,99,B0035RE2TA,4.1,942,17,5,2,3.7,5,7
93,88,B01KID9XK6,4.9,319,11,3,0,13.25,5,1
94,95,B001BSH2E2,4.1,336,5,6,0,5.99,0,1
95,93,B008MP481M,4.2,2846,38,14,0,12.5,50,1
96,83,B005AYJ6EW,3.8,589,12,20,0,5.99,0,1
97,81,B004N7FE8Y,4.8,283,7,3,0,19.99,0,1
98,87,B002LA1D9Y,4.5,374,16,1,0,14.9,12,1
99,86,B01HHNQUEW,4.3,210,7,3,2,16.95,50,1
