,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,16,B002I7N4B0,4.7,217,4,1,0,26.99,0,31
1,15,B01H6EHVK4,4.6,747,36,13,0,8.95,0,65
2,5,B00A6FAXOM,4.3,607,15,11,0,10.5,0,23
3,8,B011JBP5DK,4.4,1375,69,37,0,11.97,37,1
4,18,B00M1E5F1W,3.3,2634,137,66,0,58.0,11,24
5,2,B00KOW827M,4.4,4302,97,22,0,8.99,75,2
6,20,B01CPUVTI4,4.3,126,15,0,0,2.95,58,1
7,9,B00AVP37G8,4.1,1713,60,9,0,10.19,0,15
8,3,B00JA1AHRG,4.3,174,8,0,0,4.93,0,15
9,7,B01MFGN8S5,4.9,721,19,5,1,26.8,0,1
10,1,B004UH74DA,4.6,4532,123,30,0,10.38,5,24
11,10,B014G8IYRM,4.3,2116,45,23,0,28.5,0,1
12,17,B007MJKHPA,4.0,880,56,1,0,3.74,0,35
13,19,B01BWF602S,4.3,458,21,1,0,12.99,57,1
14,13,B007HJ9VFM,3.7,1250,44,6,0,7.34,57,16
15,11,B00HSE4WJG,4.4,3976,115,867,0,8.29,59,1
16,6,B00MOL4AIQ,4.8,3821,86,22,0,19.95,64,1
17,4,B00LNGP8GQ,4.3,508,24,4,2,14.39,10,19
18,12,B017B9SSOW,4.4,984,27,31,0,9.99,75,2
19,14,B00C9358NU,4.4,848,33,11,0,15.95,60,1
20,28,B003HBDK24,3.7,160,0,0,0,28.28,0,22
21,29,B00R9CH514,4.3,167,12,0,0,15.94,60,1
22,40,B000VSG1PO,4.1,1100,40,4,0,18.85,0,1
23,22,B014527Y0W,4.0,333,19,25,2,9.95,71,1
24,23,B016UMZFQU,4.1,422,34,0,0,12.99,0,1
25,25,B01BC02L6M,3.4,6,0,0,0,2.49,0,1
26,24,B004O276P2,4.7,821,34,10,0,36.16,0,13
27,21,B00K0RW4Q6,4.4,131,10,1,0,6.95,0,20
28,33,B01M19EROK,4.1,207,17,0,0,0.77,0,1
29,39,B015XPC59K,4.3,44,9,1,0,35.31,18,25
30,37,B00C932DU6,4.4,122,9,1,0,15.95,60,1
31,38,B016NCLKJI,4.6,296,16,2,1,10.0,0,1
32,27,B014Q8YMCI,4.4,994,22,7,1,28.5,0,1
33,34,B00CAF7RMW,4.4,287,25,1,0,15.95,60,1
34,26,B003B8G5IY,4.3,1180,18,1,0,21.36,5,60
35,30,B002N0U37A,4.3,1199,121,20,0,29.99,0,1
36,36,B071XWZ2MG,4.9,81,7,0,0,25.99,26,1
37,32,B00Y1CS2XK,4.5,892,47,6,0,12.95,74,1
38,35,B002RSCP9W,4.6,1457,57,15,0,9.95,58,1
39,31,B00T2VV6O2,4.6,1240,77,22,0,38.02,12,33
40,86,B00NQGWFCQ,4.4,820,48,7,0,16.14,5,1
41,95,B003BLBLVC,4.5,403,12,3,3,26.92,0,35
42,92,B000FBNYSY,4.5,153,8,0,0,36.99,0,12
43,96,B00R96L9IK,4.4,164,11,3,1,15.94,60,1
44,85,B00D5YHZRE,4.7,5166,224,37,0,18.49,0,10
45,90,B00187PWDY,4.3,299,4,0,0,6.13,39,22
46,99,B000CNO4FW,4.5,506,9,0,2,31.99,0,22
47,82,B01MT6H91G,4.2,191,23,3,0,49.99,29,1
48,94,B01FJ9GE74,4.6,242,16,1,0,29.99,0,1
49,93,B00NBX451I,4.3,308,39,22,0,8.99,70,5
50,88,B000GZPHES,4.1,256,6,0,0,16.29,5,6
51,89,B001D5599I,4.5,683,15,4,0,23.99,0,39
52,98,B004FKNYWW,4.4,315,18,5,1,7.99,0,47
53,91,B012TEW5Z2,4.4,77,4,1,0,19.99,36,1
54,84,B004EDWMBO,4.6,744,7,18,1,9.88,0,28
