,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,8,B004N79BYC,4.8,329,13,1,0,12.99,0,1,1,0,0,0,0,0,0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1,16,B000HK1OOY,4.7,7367,362,148,0,15.99,0,32,1,0,0,0,0,0,0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2,11,B00120VWJ0,4.7,7367,362,148,0,15.99,11,18,1,0,0,0,0,0,0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3,10,B00A6FAXOM,4.3,609,16,11,0,10.5,0,22,1,0,0,0,0,0,0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
4,17,B00MOL4AIQ,4.8,3823,86,22,0,19.95,64,1,1,0,0,0,0,0,0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
5,7,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1,1,0,0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
6,15,B01MFGN8S5,4.9,727,19,5,1,26.8,0,1,1,0,0,0,0,0,0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
7,4,B00PV15BPW,4.5,2625,85,40,0,13.95,53,1,1,0,0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8,9,B01LX9IIDJ,4.2,648,35,12,0,14.95,32,1,1,0,0,0,0,0,0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
9,18,B00EP5S7HE,4.4,985,93,5,0,14.51,51,27,1,0,0,0,0,0,0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
10,3,B072C29XCN,4.2,368,0,0,0,14.99,0,1,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
11,12,B01F88BMC8,4.3,292,6,6,0,8.49,65,1,1,0,0,0,0,0,0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
12,5,B00QPNVC0I,4.4,1522,39,7,0,8.78,5,15,1,0,0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
13,14,B00B1M0XCG,4.3,1532,65,24,0,9.57,0,4,1,0,0,0,0,0,0,14.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
14,1,B01N3BW11X,4.3,560,28,8,0,14.95,60,1,1,0,0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,19,B007IAE5WY,4.7,1005,36,9,0,11.4,0,17,1,0,0,0,0,0,0,0.0,16.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
16,20,B00V6WZ7WW,4.3,645,20,10,0,4.97,17,16,1,0,0,0,0,0,0,0.0,1.0,19.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0
17,6,B00LIBEBTG,4.6,787,24,4,0,9.98,47,1,1,0,0,0,0,0,0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
18,13,B00GJ1UK3G,4.0,1124,48,9,0,9.99,0,1,1,0,0,0,0,0,0,0.0,23.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
19,2,B0046VGPHQ,4.4,5344,414,83,0,13.1,0,37,1,0,0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,32,B008RDEI0A,4.6,337,10,1,0,30.95,0,6,1,0,0,0,0,0,0,0.0,0.0,2.0,21.0,2.0,2.0,0.0,3.0,1.0,1.0,32.0
21,21,B001CTQMIC,4.3,910,14,4,5,8.49,35,1,1,0,0,0,0,0,0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
22,23,B018MU5FN6,4.7,3923,56,24,0,21.99,55,1,1,0,0,0,0,0,0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
23,31,B00KVOR9VI,4.4,1478,16,9,2,13.75,45,3,1,0,0,0,0,0,0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
24,28,B00ZMXCN1O,4.7,1385,45,20,0,19.95,60,1,1,0,0,0,0,0,0,0.0,0.0,18.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0
25,24,B00ZRWMCXY,3.9,1643,51,25,0,13.99,53,1,1,0,0,0,0,0,0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
26,38,B005IYYF5E,4.2,313,5,1,1,3.99,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,38.0
27,36,B01AJQ6LRK,3.8,271,7,0,0,3.49,30,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20.0,9.0,3.0,0.0,0.0,0.0,0.0,36.0
28,33,B01DDW9RO6,4.7,6,20,0,0,11.38,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0
29,25,B071YTN8PQ,4.5,54,9,3,3,24.94,0,1,1,0,0,0,0,0,0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
30,40,B01BUP4T6Y,4.7,761,33,0,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,40.0
