,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,65,B0000YUXI0,4.3,5647,112,30,0,14.95,0,6
1,73,B0169PFLFI,4.0,4092,218,440,0,14.2,5,5
2,79,B009D028GC,4.3,464,18,5,4,27.54,5,7
3,61,B00JJZN1HG,4.4,1926,131,25,0,19.95,17,31
4,74,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1
5,66,B006RFZ66K,4.0,1918,36,43,0,11.99,14,2
6,77,B000AU15E0,4.7,640,56,4,0,18.99,14,14
7,78,B00172O9NO,4.5,2203,85,8,0,14.0,0,1
8,63,B00365DABC,4.6,4260,241,82,0,7.88,5,37
9,75,B01AAQD2NU,4.4,2321,87,28,0,29.99,57,18
10,72,B06XWPDS8F,4.6,374,0,0,0,17.99,70,2
11,69,B00AREGVUM,4.3,4558,347,81,0,16.99,39,1
12,76,B01NCM25K7,4.4,527,28,5,0,14.95,60,2
13,71,B01M0PB8DZ,4.1,399,42,10,0,11.39,5,15
14,70,B00YPBPO0Q,4.6,209,7,2,0,8.47,0,1
15,64,B00G2TQNZ4,4.5,3406,159,53,0,15.95,56,1
16,67,B00C5AHTC0,4.5,1100,18,10,0,6.57,5,16
17,62,B010FHRA4G,4.5,1953,116,19,0,14.7,51,1
18,68,B0000536Y7,4.4,4420,161,32,0,3.46,5,52
19,80,B00D9NV2D4,4.7,6231,243,56,0,15.25,0,1
20,1,B0014P8L9W,4.5,13072,1000,262,0,9.46,0,60
21,6,B00MWI2IS0,4.3,4794,222,31,0,10.57,0,72
22,18,B00SK71SAG,4.6,3553,60,39,0,8.05,5,9
23,10,B002MSN3QQ,4.4,2635,190,35,0,32.5,0,1
24,4,B01K2UMMI0,4.3,4459,164,60,0,23.95,56,1
25,11,B004D2DR0Q,4.4,1918,137,21,0,10.68,5,19
26,15,B00461F4PA,3.9,6942,393,97,0,0.0,0,1
27,8,B01M4MCUAF,4.5,5676,475,106,0,19.99,50,1
28,17,B000S5S1DK,4.3,3751,64,52,0,3.29,0,1
29,5,B00HYV2F7E,4.2,790,23,16,0,13.91,5,1
30,19,B004UH74DA,4.6,4538,123,30,0,10.38,5,22
31,7,B0020VJTDG,4.4,906,14,3,3,6.21,5,48
32,3,B004CDQ73K,4.4,1926,131,25,0,9.72,5,63
33,16,B00IOZWC2M,4.3,5779,216,20,0,14.2,5,1
34,2,B00016XJ4M,4.6,8162,314,107,0,10.47,48,46
35,14,B00MLBPDQ2,4.6,980,27,9,0,18.73,5,30
36,12,B004AI97MA,4.3,4558,347,81,0,12.34,5,1
37,20,B007SAC6XE,4.3,482,41,16,0,9.72,5,47
38,13,B001V9SXXU,4.6,4260,241,82,0,11.01,5,51
39,9,B0002QB9NE,4.5,5982,93,58,0,8.47,0,1
40,37,B00LNOV8JO,4.3,4388,335,75,0,13.95,0,1
41,39,B007KA7V5U,4.2,199,7,3,0,7.57,5,25
42,26,B006IB5T4W,4.7,1981,61,8,0,12.1,5,48
43,30,B001459IEE,4.6,1420,56,7,0,8.52,5,32
44,38,B00DM14TYC,4.3,2606,56,16,0,11.69,0,1
45,32,B003YMJJSK,4.5,3484,160,90,0,8.16,5,51
46,25,B00LV6VDG2,4.5,2103,68,14,0,16.99,59,2
47,29,B00XTAFYKY,4.2,7279,547,75,0,24.5,39,4
48,40,B00H7KTEZ8,4.7,2644,58,24,0,13.16,5,1
