,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,9,B004N79BYC,4.8,329,13,1,0,12.99,0,1,1,0,0,0,0,0,0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1,11,B00120VWJ0,4.7,7367,362,148,0,15.99,11,18,1,0,0,0,0,0,0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2,15,B00MOL4AIQ,4.8,3823,86,22,0,19.95,64,1,1,0,0,0,0,0,0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
3,17,B000HK1OOY,4.7,7367,362,148,0,15.99,0,32,1,0,0,0,0,0,0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
4,10,B00A6FAXOM,4.3,609,16,11,0,10.5,0,22,1,0,0,0,0,0,0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
5,6,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1,1,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
6,4,B00PV15BPW,4.5,2625,85,40,0,13.95,53,1,1,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7,8,B01LX9IIDJ,4.2,647,35,12,0,14.95,32,1,1,0,0,0,0,0,0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
8,20,B018MU5FN6,4.7,3923,56,24,0,21.99,55,1,1,0,0,0,0,0,0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
9,16,B01MFGN8S5,4.9,726,0,0,0,26.8,0,1,1,0,0,0,0,0,0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
