,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,45,B00I32AN4K,4.6,3485,137,72,0,12.3,5,1
1,58,B01AKSOMNC,4.2,756,47,3,0,12.3,5,5
2,54,B00NPNS9RU,4.4,309,9,5,0,2.97,0,1
3,44,B00RWCDM4A,4.3,455,69,2,0,24.98,0,11
4,46,B00DTPYGHQ,4.1,423,118,9,0,0.0,0,1
5,50,B000O7JK0A,4.5,984,47,5,0,9.57,0,35
6,56,B00BFJGJLE,4.5,1777,92,13,0,12.99,0,1
7,43,B007SZCG0C,4.3,4144,152,53,0,47.45,5,4
8,52,B004Z209HS,4.4,5631,187,135,0,17.09,5,18
9,49,B0007506U2,4.5,1273,58,15,0,7.66,0,110
10,42,B01M7ZQQ3G,3.9,310,104,6,0,7.26,0,22
11,41,B010TFM3WS,4.1,775,8,1,0,5.36,0,1
12,53,B00CGN9LQ8,4.3,4299,73,30,0,10.77,51,1
13,55,B00TB00HPS,4.2,483,12,0,1,6.4,5,17
14,47,B000H88PCU,3.7,874,44,15,0,3.98,0,15
15,59,B000MIKEZQ,4.2,608,35,12,0,20.9,5,1
16,48,B017S3LX8O,4.5,1777,92,13,0,12.99,0,1
17,57,B0012DL8B4,4.3,620,45,2,0,12.97,26,40
18,60,B01GTR6164,4.6,453,16,1,0,15.73,0,10
19,51,B0009I4MKW,4.5,407,16,7,1,8.75,5,17
20,28,B000NJG82W,4.2,1711,40,14,0,3.4,77,25
21,37,B00821ZHMK,4.5,5455,102,42,0,8.99,36,25
22,38,B0182XCOGE,4.6,2490,66,14,0,10.77,0,1
23,39,B000KEIPC6,4.5,970,56,6,0,10.15,5,15
24,22,B00LMIVLXY,4.3,2766,99,29,0,14.2,5,1
25,23,B0046KFZC8,4.0,1481,101,8,0,18.22,0,37
26,35,B00UB6OSAQ,4.5,217,9,3,0,3.5,0,1
27,24,B003FBI9LS,4.1,3483,173,25,0,19.9,29,53
28,32,B0000Y8H3S,3.7,713,106,6,0,36.26,5,18
29,31,B0050QJHTO,4.2,6470,335,92,0,22.0,12,13
30,40,B017IA5H0M,4.1,627,88,12,0,12.87,57,1
31,33,B001KYPZ4G,3.8,1112,101,33,0,8.05,5,26
32,25,B00TUJW9L0,4.4,191,41,3,0,12.62,16,22
33,36,B003YJ6I78,4.6,621,19,5,1,13.23,56,38
34,21,B00DTQ07KK,4.3,1201,51,8,0,29.95,0,25
35,34,B00M6I5SNI,3.5,1025,144,49,0,33.15,5,13
36,30,B00VRAG5R4,4.5,3033,128,19,0,0.0,0,1
37,27,B00L1KFQKC,4.2,4604,165,82,0,9.45,62,1
38,29,B002N5MI2S,4.5,1679,123,18,0,7.49,0,59
39,26,B00GWTQSI6,4.0,915,84,9,0,29.84,39,24
40,88,B01HIZNVHS,4.4,2083,166,32,0,39.99,47,1
41,98,B012UQJNMC,4.3,1611,84,50,0,13.95,43,1
42,95,B010FUN4PM,3.9,249,29,2,0,22.51,25,20
