,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,8,B00LE99PA2,4.3,8690,219,218,0,29.88,34,15
1,9,B0000YUXI0,4.3,5627,112,30,0,14.99,0,26
2,12,B00PGQYEUK,4.4,1284,61,20,0,5.99,25,26
3,3,B0186U9736,4.7,2452,162,12,0,14.2,5,1
4,1,B00MLBPDQ2,4.6,964,23,9,0,18.73,5,23
5,4,B00UYY2GUO,3.7,8503,513,56,0,18.26,5,3
6,10,B00027D0DU,4.2,339,3,0,0,3.62,40,8
7,16,B0182G7AQ0,4.5,173,4,0,0,8.97,0,1
8,14,B0058E3XJI,4.1,3502,129,9,0,13.96,0,18
9,2,B00UYY2GSQ,3.7,8503,513,56,0,16.72,5,3
10,17,B01GYBSLFO,4.4,398,61,8,0,10.97,5,1
11,15,B011QHFB4A,4.8,1014,38,14,0,11.99,5,1
12,7,B01AAQD2NU,4.4,2300,87,28,0,29.99,57,14
13,20,B019EXWVQY,4.3,3180,144,262,0,34.99,0,1
14,6,B00HYK9RB2,4.3,665,27,4,0,3.47,61,7
15,13,B002ZTVMDI,4.2,864,11,1,3,3.98,5,22
16,18,B0031NNE56,4.2,3887,78,11,0,22.0,0,1
17,11,B00VKHKH8C,4.2,3892,245,74,0,12.95,0,1
18,5,B00H7KTEZ8,4.7,2617,58,24,0,13.16,5,1
19,19,B00PF9Q5EG,4.3,712,49,5,0,10.99,0,3
20,21,B01MQS7GFT,4.4,575,34,1683,0,29.99,0,3
21,26,B00VKIJPNE,3.8,1694,80,3,0,2.38,41,26
22,32,B0051IC96Y,4.6,274,19,1,0,2.48,69,8
23,39,B00150LT40,4.4,4659,43,23,0,7.83,22,105
24,25,B00OWZ0TVE,4.1,1279,31,18,0,7.39,0,2
25,23,B00UYY2GXG,3.7,8503,513,56,0,18.26,5,3
26,36,B00HVI8WYU,4.0,1081,56,23,0,5.99,0,21
27,29,B00U2VQZDS,4.6,964,23,9,0,8.52,5,7
28,38,B00XIQVA7U,4.8,149,9,0,1,17.99,18,1
29,40,B004Y9GTYE,4.3,3191,229,66,0,7.54,5,16
30,37,B0080G8Q2U,3.8,413,15,8,1,23.99,0,24
31,27,B000V5BXNM,4.1,774,17,2,0,0.0,0,1
32,35,B00P0Q0T28,4.1,743,31,5,0,0.0,0,1
33,34,B000US084U,4.5,909,31,14,0,14.79,29,27
34,22,B004BCXAM8,4.1,2364,35,7,0,6.1,5,10
35,30,B01C2EFBZU,3.9,1110,78,4,0,45.0,31,2
36,33,B00FBF1904,4.4,476,28,9,0,4.0,0,12
37,24,B0081E6X2Q,4.4,365,3,0,0,6.12,0,29
38,31,B004HYRH06,4.2,804,20,2,2,6.26,5,28
39,28,B00U4CM8ZE,4.5,1578,72,7,0,20.0,0,2
40,58,B004Y9GVZG,4.3,3191,229,66,0,6.45,5,14
41,55,B01ETVTBU0,4.4,142,18,6,0,19.95,0,12
42,57,B001UE60E0,4.6,2037,74,16,0,26.6,5,36
43,44,B003156NN4,4.5,177,4,1,0,17.01,5,22
44,47,B00NBCD7MW,4.3,4360,85,17,0,19.97,60,1
45,46,B00GMAWI66,4.6,3886,109,15,0,9.45,5,5
46,49,B00BUPN6UA,4.1,376,43,8,0,12.95,0,1
47,43,B01L2N2ZTC,4.7,85,9,0,0,9.95,57,1
48,59,B00SY7UYTS,4.4,1144,19,4,1,1.99,0,1
49,56,B06X18521Y,4.8,122,6,2,0,12.85,56,1
50,52,B01HCZUEUQ,4.2,855,9,0,36,10.99,0,1
51,41,B01DPA6OHO,4.3,1121,8,3,0,5.69,5,12
52,60,B00CHHL1AW,4.3,1259,12,13,2,5.89,0,26
53,42,B00ZF80T0I,4.3,1481,95,353,0,12.3,5,1
54,48,B001IAINFU,4.3,1296,31,5,0,8.54,5,13
55,54,B01KIQMRFG,3.7,105,38,11,0,9.77,56,1
56,51,B00AVP37G8,4.1,1697,59,9,0,10.12,0,14
57,53,B002YLEQ2Q,4.2,864,11,1,3,5.03,5,17
58,45,B06XF2TR11,4.0,96,0,0,0,8.99,0,1
59,50,B013AX6U6Q,4.4,1686,61,27,0,29.88,40,2
60,79,B00DL77W0A,4.0,500,3,1,0,6.28,29,20
61,62,B00PFCT2R0,4.2,792,8,0,0,6.45,5,11
62,71,B018IZXILQ,4.0,280,34,0,0,29.95,0,25
63,80,B007V6237Y,3.7,230,16,4,4,30.98,0,12
64,65,B004BCXEF6,4.0,599,8,0,0,5.55,5,15
65,66,B012W6AINS,3.9,292,24,0,0,49.9,0,11
66,75,B001KYQA1S,4.0,851,16,2,0,4.22,5,20
67,63,B00008MOQN,4.1,508,3,0,0,3.79,5,23
68,74,B01N7OIJZZ,4.5,377,35,9,0,12.95,0,4
69,73,B0043WJ3OA,4.1,614,90,51,0,6.74,5,19
70,69,B004KOT5IK,4.1,78,5,1,0,2.48,71,5
71,70,B01CNZMMV4,4.5,1717,32,5,0,15.95,60,1
72,64,B002B4JORS,4.1,513,12,1,0,2.99,0,29
73,61,B007U90J5U,4.5,1181,12,0,0,9.27,0,33
74,76,B00GKRBEF2,4.3,647,57,15,0,7.33,0,19
75,77,B01AKTZFZU,3.9,243,16,2,1,22.75,43,34
76,68,B006RJRFBK,4.4,215,11,1,1,8.72,5,24
77,78,B006R1MM2A,4.4,446,16,7,0,4.49,25,1
78,72,B00HE08KUQ,3.9,146,14,2,1,17.84,0,12
79,67,B004Y9GTOO,4.3,3191,229,66,0,7.54,5,15
80,90,B01LDF2KB2,4.8,872,17,3,0,10.95,45,1
81,88,B00H7NKNE6,4.5,2119,91,29,0,14.22,5,1
82,84,B00KKCTFEA,3.7,89,8,1,0,1.54,0,28
83,83,B00L1CYB7O,3.8,287,17,1,0,14.99,0,10
84,95,B00Z1XBS8O,4.2,697,77,15,0,24.98,50,1
85,96,B005HGWGVS,4.3,401,32,14,0,9.99,0,1
86,97,B00BMVV3MK,4.4,1184,80,23,0,19.05,0,5
87,91,B00SZMYJAW,3.9,250,88,4,0,17.99,0,21
88,86,B002H5G1OK,4.2,493,17,4,2,5.11,20,13
89,89,B01643FGDW,4.4,317,17,0,0,6.4,5,9
90,99,B007NNU2WI,4.0,434,35,6,0,9.97,5,1
91,87,B004DIUX34,4.0,411,12,1,0,2.99,50,30
92,81,B00XENXJTO,4.7,483,26,8,1,6.95,0,1
93,100,B0000Y3GIY,4.4,244,10,6,0,9.71,0,22
94,94,B01NCQGR58,4.6,118,6,2,0,0.0,0,1
95,92,B003I6O5RC,4.2,1169,16,7,4,5.03,5,13
96,85,B00EMAM9BC,4.4,880,10,6,1,5.89,0,33
97,98,B00B4YY1GU,4.2,472,25,12,0,5.99,25,1
98,93,B01H7YIEQ8,2.6,65,8,1,0,10.79,0,7
99,82,B00J3G8342,3.9,250,88,4,0,16.9,0,10
