,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,15,B00JITDVD2,4.2,1759,189,34,0,79.95,11,1
1,19,B01D328BG6,4.2,1945,197,28,0,31.48,10,1
2,2,B01K1HPA60,4.5,663,112,19,0,17.95,14,17
3,12,B0013MTHWQ,4.5,843,26,24,16,17.76,5,15
4,13,B009NNFB0O,4.4,5001,229,357,0,12.23,5,1
5,9,B014SG66UO,4.4,825,95,19,0,53.99,10,23
6,1,B00I6A69TM,4.8,2771,22,42,6,2.98,0,1
7,5,B003FBI9LS,4.1,3431,170,25,0,19.9,29,52
8,18,B00H2B4H2M,4.1,2222,212,77,0,19.4,0,16
9,11,B0039LMTHE,4.5,2689,48,23,0,22.16,5,6
10,8,B00ARF42H0,4.3,6220,392,295,0,18.39,8,10
11,7,B06VXND7JF,4.6,737,35,5,0,18.88,5,7
12,10,B0046VGPHQ,4.4,5275,409,82,0,13.25,0,35
13,20,B019SVHLEY,4.2,1734,96,214,0,8.59,57,3
14,3,B004B8AZH0,4.5,3948,56,44,0,33.97,29,1
15,17,B0000536EY,4.5,660,19,5,0,3.76,5,59
16,4,B071KW9GTT,5.0,9,0,0,0,19.99,0,1
17,14,B000FYVOJC,4.3,3651,79,20,0,14.99,0,98
18,6,B0049LUI9O,4.1,11282,159,121,0,14.99,25,1
19,16,B01G98Y1BA,4.9,1232,46,2,0,10.78,0,2
20,24,B00I3VHKVK,4.3,7117,149,66,0,9.99,75,2
21,37,B01JLVS726,4.4,453,42,8,0,11.65,0,20
22,31,B00GZG4KSG,4.3,510,35,4,0,16.19,46,7
23,28,B003YJAZZ4,4.4,6429,604,237,0,154.32,47,40
24,36,B01AAQD2NU,4.5,2302,87,28,0,29.99,57,15
25,30,B001VEK1HQ,4.4,2412,122,36,0,37.99,5,19
26,38,B016LI8E4S,4.6,6520,22,18,8,9.97,34,1
27,26,B003S516XO,4.4,4087,228,34,0,19.96,0,16
28,22,B0012DK48C,4.6,207,0,0,0,2.68,33,51
