,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,12,B00LNGP8GQ,4.3,496,23,3,2,13.75,14,21
1,17,B000NJG82W,4.2,1683,40,14,0,3.4,77,25
2,3,B00DTPYGHQ,4.1,413,115,9,0,16.99,0,50
3,5,B00H2B4H2M,4.1,2217,212,77,0,19.4,0,16
4,18,B00HNTPF7E,4.8,2068,69,12,0,19.99,0,1
5,14,B00OKJGP74,4.4,465,11,2,0,4.99,17,1
6,2,B003FBI9LS,4.1,3426,170,25,0,19.9,29,51
7,16,B0000Y8H3S,3.8,710,106,6,0,37.99,5,20
8,9,B0009KN8UA,4.4,1291,43,61,0,11.62,5,30
9,7,B0009I4MKW,4.5,400,16,7,1,8.75,5,15
10,8,B003S516XO,4.4,4085,227,34,0,19.96,0,16
11,6,B014SG66UO,4.4,822,94,19,0,53.99,10,23
12,1,B0012BNVE8,3.7,1604,166,57,0,37.99,5,56
13,20,B015B9A91E,4.2,333,37,2,0,21.4,0,17
14,19,B00I847SXW,4.4,290,25,2,0,34.89,0,15
15,4,B01BFKIJ06,4.3,1715,165,37,0,24.82,5,4
16,13,B00FH692PQ,3.6,7920,360,315,0,28.49,5,8
17,15,B0050QJHTO,4.3,6435,333,92,0,23.71,5,11
18,10,B00GZG4KSG,4.3,508,35,4,0,16.19,46,9
19,11,B00AINMFAC,4.5,2433,124,66,0,14.1,5,34
20,27,B00I32AN4K,4.6,3470,137,72,0,12.3,5,1
21,40,B00VRAG5R4,4.5,3008,127,16,0,24.42,0,31
22,31,B001T8QJM0,3.8,927,8,1,3,3.99,0,5
23,29,B000KEIPC6,4.5,962,57,6,0,9.14,5,92
24,21,B00LMIVLXY,4.3,2725,98,29,0,14.2,5,1
25,39,B007FMXL52,4.3,840,29,4,0,14.48,0,15
26,30,B00UB6OSAQ,4.5,215,9,3,0,3.5,0,1
27,24,B000050FDY,4.6,733,35,5,0,11.82,16,24
28,36,B0182XCOGE,4.7,2442,64,14,0,10.91,0,1
29,34,B00UKVNSLC,4.4,942,110,13,0,39.97,52,8
30,32,B010TFM3WS,4.1,728,8,1,0,5.36,0,1
31,23,B017IA5H0M,4.1,612,86,12,0,12.87,57,1
32,38,B001KYPZ4G,3.8,1094,100,32,0,8.05,5,25
33,26,B00JA1AHRG,4.4,162,7,0,0,4.95,0,13
34,33,B01GP6MGD6,4.0,1146,90,14,0,26.93,33,3
35,37,B00M6I5SNI,3.5,1010,142,49,0,35.05,5,13
36,35,B00GWTQSI6,4.1,889,83,9,0,30.5,38,26
37,25,B00L1KFQKC,4.2,4564,165,80,0,9.45,62,1
