,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,7,B00120VWJ0,4.7,7320,358,146,0,16.2,10,17,1,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1,13,B004N79BYC,4.8,323,11,1,0,12.99,0,1,1,0,0,0,0,0,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2,9,B000HK1OOY,4.7,7320,358,146,0,14.39,11,26,1,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
3,17,B00A6FAXOM,4.3,603,14,11,0,10.5,0,24,1,0,0,0,0,0,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
4,10,B00LIBEBTG,4.6,777,24,4,0,9.98,47,1,1,0,0,0,0,0,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
5,4,B00HNTPF7E,4.8,2068,69,12,0,19.99,0,1,1,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6,5,B004N7DQHA,4.9,2400,65,75,0,29.99,14,1,1,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7,12,B01LX9IIDJ,4.2,629,31,11,0,14.95,32,1,1,0,0,0,0,0,0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
8,20,B001CTQMIC,4.3,906,14,4,5,8.49,35,1,1,0,0,0,0,0,0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
9,16,B018MU5FN6,4.7,3896,56,25,0,21.99,55,1,1,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
10,14,B01MFGN8S5,4.9,662,17,5,1,26.8,0,1,1,0,0,0,0,0,0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
11,3,B00QPNVC0I,4.4,1507,39,7,0,8.78,5,15,1,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
12,11,B01F88BMC8,4.3,286,5,5,0,8.49,65,1,1,0,0,0,0,0,0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
