,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,44,B005IYYF5E,4.2,313,5,1,1,3.99,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0
1,50,B00VTHCARY,4.6,133,4,1,0,5.59,5,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,9.0,13.0,5.0,1.0,4.0,50.0
2,60,B014QVV9UI,5.0,10,0,0,0,4.97,23,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,20.0,6.0,0.0,60.0
3,45,B01A09JXNK,4.2,1085,35,6,0,10.99,27,1,1,0,0,0,0,0,0,0.0,0.0,2.0,10.0,19.0,7.0,1.0,0.0,0.0,0.0,45.0
4,52,B07289VCXR,4.0,417,13,2,0,12.34,5,1,1,0,0,0,0,0,0,0.0,0.0,1.0,5.0,13.0,9.0,4.0,4.0,1.0,2.0,52.0
5,51,B016YWFDWW,4.6,198,6,0,0,9.99,41,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,14.0,5.0,1.0,51.0
6,56,B00BOUQTJG,4.3,90,9,9,0,5.68,5,10,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,3.0,14.0,15.0,5.0,0.0,0.0,56.0
7,49,B017DX9CRI,4.3,877,32,75,0,12.28,5,3,1,0,0,0,0,0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,49.0
8,46,B01N6JG35L,4.7,22,0,0,0,2.85,5,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,8.0,16.0,5.0,0.0,0.0,0.0,46.0
9,53,B01L5DBDXS,4.9,46,7,4,1,19.95,60,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0,53.0
10,41,B004N7FE8Y,4.8,290,7,3,0,19.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,13.0,15.0,4.0,4.0,2.0,1.0,0.0,41.0
11,59,B071XP2F8C,4.7,4,0,0,0,14.95,50,1,1,0,0,0,0,0,0,0.0,4.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,59.0
12,48,B00LIBEDC6,4.5,378,12,2,3,11.95,46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,6.0,21.0,11.0,1.0,0.0,0.0,0.0,48.0
13,58,B00FA53Q8S,3.8,520,23,5,0,8.88,31,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,11.0,16.0,2.0,0.0,0.0,0.0,58.0
14,42,B00HMSU4ZE,4.5,336,8,1,0,16.33,0,13,1,0,0,0,0,0,0,0.0,0.0,1.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,42.0
15,57,B00180DS7I,4.2,239,13,4,0,15.99,24,12,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,17.0,21.0,0.0,0.0,0.0,0.0,57.0
16,43,B0011DJICG,4.2,415,8,0,0,17.03,5,36,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,8.0,7.0,8.0,11.0,2.0,1.0,43.0
17,47,B00BBD508C,4.8,1202,81,56,0,27.55,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,29.0,7.0,1.0,0.0,0.0,0.0,47.0
18,54,B005AYJ6EW,3.8,594,12,20,0,5.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,25.0,2.0,2.0,2.0,2.0,54.0
