,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,43,B005IYYF5E,4.2,309,5,1,1,3.99,0,6,1,0,0,0,0,0,0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0
1,56,B00VTHCARY,4.6,130,4,1,0,5.59,5,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,54.0
2,53,B001HTTBWQ,4.4,550,28,4,0,37.5,0,28,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,58.0
3,49,B00BBD508C,4.8,1201,81,55,0,27.55,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,50.0
4,57,B00OMXWBPS,4.5,74,0,0,0,9.43,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,53.0
5,48,B0016ISD04,4.3,733,21,26,5,5.48,58,13,1,0,0,0,0,0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0
6,42,B01N6JG35L,4.7,20,0,0,0,2.85,5,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
7,47,B01BUP4T6Y,4.7,759,33,0,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,47.0
8,45,B004N7FE8Y,4.8,285,7,3,0,19.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,65.0
9,41,B007THNPBS,4.4,161,0,0,0,4.87,19,33,1,0,0,0,0,0,0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0
10,51,B00LIBEDC6,4.5,373,12,2,3,11.95,46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,46.0
11,54,B0092MG5JW,4.3,639,20,10,0,4.87,28,21,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,74.0
12,50,B00HMSU4ZE,4.4,334,8,1,0,16.32,0,15,1,0,0,0,0,0,0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
13,52,B071JCHR7S,4.9,2405,65,75,0,28.99,17,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
14,46,B00180DS7I,4.2,238,12,4,0,15.99,24,14,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,49.0
15,58,B00B7QZGI2,4.8,151,9,0,0,9.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,89.0
16,59,B071P2RHG2,5.0,1,0,0,0,10.99,45,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
17,55,B005AYJ6EW,3.8,592,12,20,0,5.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,71.0
18,44,B01LQ77K76,4.4,151,14,1,0,11.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,43.0
19,60,B01LYFI1ST,4.8,486,14,9,0,24.99,38,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,39.0
20,98,B01ESRUYB0,4.4,222,11,1425,0,13.93,76,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,62.0
21,83,B0193G18AW,4.5,190,7,1,1,2.98,40,15,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,81.0
22,91,B06WWJJHM9,4.4,27,0,0,0,7.99,29,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,75.0
23,85,B06XSD4CS6,4.7,15,3,1,0,12.99,16,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
24,93,B002TSA90C,4.1,225,3,2,0,15.16,5,11,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
25,88,B01DMQ7VBO,4.7,120,0,0,0,16.65,0,18,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,86.0
26,95,B000F54AN8,3.7,3629,207,128,0,21.39,0,20,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,83.0
27,89,B01GET0Q4K,4.4,49,0,0,0,14.99,63,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,101.0
28,84,B01N25P9OH,4.4,8,0,0,0,7.99,68,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
29,92,B004GINGOY,4.7,770,57,7,0,16.99,6,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0
30,86,B00H9T5Z7S,4.6,665,21,2,0,19.43,0,10,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,101.0
31,96,B00AMO22SM,4.8,520,20,5,0,26.99,10,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,101.0
32,97,B0086K3G02,3.7,141,11,6,0,43.9,0,22,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,101.0
33,82,B00H3MATM2,3.8,700,18,7,0,8.88,56,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,101.0
34,99,B005IUXIHY,4.3,175,16,3,0,6.17,29,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
35,87,B005F1ATJQ,4.8,1201,81,55,0,9.75,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
36,100,B01MYMKZPC,4.0,55,0,0,0,6.76,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,67.0
37,90,B00JB8VN4E,4.0,287,10,0,3,12.65,24,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,78.0
38,94,B018UJYU2Q,4.0,301,24,3,2,23.66,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,70.0
39,81,B01HHNQUEW,4.3,216,7,3,2,16.95,50,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,79.0
40,71,B002LA1D9Y,4.5,374,16,1,0,14.9,12,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,66.0
41,76,B0170AFF8O,4.4,95,8,0,0,7.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,76.0
42,70,B014QVV9UI,5.0,8,0,0,0,4.97,23,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,85.0
43,64,B01A09JXNK,4.2,1082,35,6,0,10.99,27,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,48.0
44,62,B06XX7QQK7,4.7,30,4,1,0,11.9,40,1,1,0,0,0,0,0,0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0
45,63,B015IHD0LK,4.2,253,11,0,0,12.97,32,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
46,74,B004S0ETHI,4.5,211,8,1,0,18.0,0,16,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,60.0
47,80,B01J5GC24Q,5.0,3,0,0,0,7.49,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
48,78,B000VT3QPQ,4.4,206,6,0,0,17.95,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,99.0
49,73,B016NTI9RW,4.4,584,13,4,1,14.95,50,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
50,72,B06XSG786H,4.5,44,0,0,0,8.99,44,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,59.0
51,66,B00VR9YE8C,4.2,467,11,3,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,64.0
52,75,B07289VCXR,4.0,404,13,2,0,12.34,5,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,82.0
53,61,B0001TSIB8,4.7,7338,360,147,0,16.98,0,21,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,57.0
54,65,B06Y3KKCSL,5.0,207,0,0,0,14.95,25,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,61.0
55,69,B00ADJEUAY,4.5,171,11,5,0,10.33,0,57,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
56,77,B01BH4HN8O,4.7,219,10,4,4,24.0,31,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
57,79,B00VVMBRIK,4.8,752,27,7,1,19.97,56,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,101.0
58,67,B01D9O1GA6,4.5,22,0,0,0,19.99,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,92.0
59,68,B01BMT8XDI,4.3,150,6,1,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,55.0
60,23,B018MU5FN6,4.7,3907,56,24,0,21.99,55,1,1,0,0,0,0,0,0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
61,32,B008RDEI0A,4.6,335,9,1,0,23.8,26,6,1,0,0,0,0,0,0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,31.0
62,33,B00ZMXCN1O,4.7,1373,44,20,0,19.95,60,1,1,0,0,0,0,0,0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0
63,30,B00YE3CPW0,4.6,1247,22,4,0,13.99,65,1,1,0,0,0,0,0,0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0
64,25,B00ZRWMCXY,3.9,1633,51,25,0,13.99,53,1,1,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
65,36,B00KVOR9VI,4.4,1469,15,9,2,13.75,45,3,1,0,0,0,0,0,0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
66,22,B004N7DQHA,4.9,2405,65,75,0,34.99,0,1,1,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
