,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,34,B007THNPBS,4.4,162,0,0,0,4.87,19,33
1,33,B01A09JXNK,4.2,1085,35,6,0,10.99,27,1
2,27,B00ZMXCN1O,4.7,1384,45,20,0,19.95,60,1
3,26,B00YE3CPW0,4.6,1259,22,4,0,14.99,63,1
4,29,B00V6WZ7WW,4.3,645,20,10,0,4.97,17,15
5,23,B071YTN8PQ,4.6,52,9,3,3,24.94,0,1
6,32,B00KVOR9VI,4.4,1476,16,9,2,13.75,45,3
7,24,B004N7DQHA,4.9,2414,65,76,0,34.99,0,1
8,21,B018MU5FN6,4.7,3922,56,24,0,21.99,55,1
9,37,B0016ISD04,4.3,737,21,27,5,5.45,58,12
10,36,B00LIBEDC6,4.5,377,12,2,3,11.95,46,1
11,30,B071XP2F8C,5.0,2,0,0,0,14.95,50,1
12,39,B00HMSU4ZE,4.5,336,8,1,0,16.33,0,13
13,25,B00B7QEBHE,4.7,272,9,1,0,8.99,0,1
14,35,B008RDEI0A,4.6,337,10,1,0,30.95,0,7
15,28,B001CTQMIC,4.3,910,14,4,5,8.49,35,1
16,22,B0158S5BIY,4.6,577,13,6,0,17.77,53,1
17,31,B071JCHR7S,4.9,2414,65,76,0,28.99,0,1
18,38,B01DDW9RO6,4.7,6,20,0,1,11.59,0,4
19,40,B01EXBUFII,4.3,711,45,13,0,19.99,0,1
20,41,B005IYYF5E,4.2,313,5,1,1,3.99,0,7
21,42,B01AJQ6LRK,3.8,269,7,0,0,3.49,30,1
22,50,B00BBD508C,4.8,1202,81,56,0,27.55,5,1
23,43,B07289VCXR,4.0,414,13,2,0,12.34,5,2
24,53,B00OMXWBPS,4.5,74,0,0,0,9.43,5,1
25,52,B004S0ETHI,4.5,213,8,1,0,18.0,0,18
26,56,B06XX7QQK7,4.7,31,4,1,0,11.9,40,1
27,48,B01BUP4T6Y,4.7,761,33,0,0,13.25,5,1
28,60,B01L5DBDXS,4.9,44,7,4,1,19.95,60,1
29,45,B004N7FE8Y,4.8,289,7,3,0,19.99,0,1
30,58,B00VR9YE8C,4.2,471,11,3,0,10.99,0,1
31,54,B014527Y0W,4.0,333,19,25,2,9.95,71,1
32,49,B00FA53Q8S,3.8,517,23,5,0,8.88,31,1
33,46,B00180DS7I,4.2,238,12,4,0,15.99,24,12
34,57,B005AYJ6EW,3.8,594,12,20,0,5.99,0,1
35,59,B01LYFI1ST,4.8,492,14,10,0,24.99,38,1
36,51,B01LK643T6,4.5,479,41,0,0,12.95,41,4
37,47,B01BMT8XDI,4.3,152,7,1,0,12.43,0,1
38,55,B00VVMBRIK,4.8,752,27,7,1,19.97,56,1
39,44,B001MIZMP2,4.5,1988,52,13,0,10.47,42,21
40,6,B004N79BYC,4.7,328,13,1,0,12.99,0,1
41,11,B00120VWJ0,4.7,7358,362,148,0,15.99,11,18
42,13,B00MOL4AIQ,4.8,3821,86,22,0,19.95,64,1
43,16,B000HK1OOY,4.7,7358,362,148,0,15.99,0,32
44,19,B00ZRWMCXY,3.9,1639,51,25,0,13.99,53,1
45,9,B00A6FAXOM,4.3,607,15,11,0,10.39,0,23
46,8,B00HNTPF7E,4.8,2078,71,12,0,19.99,0,1
47,3,B00PV15BPW,4.5,2622,85,39,0,13.95,53,1
48,7,B01LX9IIDJ,4.2,646,35,12,0,14.95,32,1
49,15,B01MFGN8S5,4.9,721,19,5,1,26.8,0,1
50,5,B00QPNVC0I,4.4,1517,39,7,0,8.78,5,15
51,17,B00EP5S7HE,4.4,983,93,5,0,14.51,51,26
