,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,16,B00OKJGP74,4.4,471,11,2,0,4.99,17,1
1,12,B00GLO9SBG,4.3,600,33,4,0,34.85,0,34
2,2,B001T8QJM0,3.9,932,10,1,3,0.0,0,5
3,5,B00H2B4H2M,4.1,2275,212,80,0,14.99,25,17
4,13,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1
5,14,B0009KN8UA,4.3,1308,43,63,0,11.62,5,30
6,6,B000050FDY,4.6,625,28,5,0,8.99,36,22
7,10,B00UKVNSLC,4.4,968,113,13,0,39.97,52,10
8,9,B003S516XO,4.4,4119,228,34,0,19.96,0,18
9,11,B00JA1AHRG,4.3,176,8,0,0,4.93,0,17
10,17,B00LNGP8GQ,4.3,509,24,4,2,14.1,12,27
11,20,B003FBI9LS,4.1,3484,173,25,0,19.9,29,53
12,1,B0012BNVE8,3.7,1612,171,57,0,35.62,5,50
13,3,B01BFKIJ06,4.3,1758,168,37,0,24.82,5,1
14,15,B00FH692PQ,3.6,7974,362,316,0,28.49,5,9
15,4,B012P4D5XM,4.4,2725,216,20,0,12.95,38,4
16,8,B00GZG4KSG,4.3,518,37,8,0,16.19,46,9
17,7,B00AINMFAC,4.6,2445,121,66,0,14.1,5,35
18,18,B015B9A91E,4.2,350,39,2,0,22.13,0,15
19,19,B00LMIVLXY,4.3,2770,99,29,0,14.2,5,1
20,23,B000NJG82W,4.2,1711,40,14,0,3.4,77,25
21,27,B00TUJW9L0,4.4,191,41,3,0,12.62,16,22
22,32,B001KYPZ4G,3.8,1112,101,33,0,8.05,5,26
23,25,B0046KFZC8,4.0,1482,101,8,0,18.22,0,37
24,40,B010TFM3WS,4.1,776,8,1,0,5.36,0,1
25,33,B017S3LX8O,4.5,1778,92,13,0,12.99,0,1
26,26,B00I847SXW,4.4,302,26,3,1,32.0,0,14
27,29,B0000Y8H3S,3.7,713,106,6,0,36.26,5,18
28,38,B00821ZHMK,4.5,5456,102,42,0,8.99,36,25
29,31,B0050QJHTO,4.2,6469,335,92,0,23.71,5,12
30,39,B00UB6OSAQ,4.5,217,9,3,0,3.5,0,1
31,35,B003YJ6I78,4.6,621,19,5,1,13.23,56,37
32,37,B017IA5H0M,4.1,628,88,12,0,12.87,57,1
33,21,B002JPJ2ZS,3.8,2982,186,65,0,0.0,0,1
34,36,B00M6I5SNI,3.5,1026,144,49,0,33.15,5,13
35,22,B00DTQ07KK,4.3,1202,51,8,0,29.95,0,24
36,30,B00VRAG5R4,4.5,3034,128,19,0,0.0,0,1
37,28,B00L1KFQKC,4.2,4605,165,82,0,9.45,62,1
38,24,B00GWTQSI6,4.0,917,84,9,0,29.84,39,25
39,34,B002N5MI2S,4.5,1679,123,18,0,7.49,0,59
40,53,B00NPNS9RU,4.4,309,9,5,0,2.97,0,1
41,44,B00I32AN4K,4.6,3486,137,72,0,12.3,5,1
42,60,B003CTTZQQ,4.4,3619,291,14,0,14.91,7,2
43,42,B00RWCDM4A,4.3,455,69,2,0,24.98,0,11
44,57,B01GTR6164,4.6,453,16,1,0,15.73,0,10
45,48,B01AKSOMNC,4.2,756,47,3,0,12.3,5,5
46,45,B000O7JK0A,4.5,984,47,5,0,9.57,0,35
47,41,B007SZCG0C,4.3,4146,152,53,0,47.45,5,4
48,46,B01M7ZQQ3G,3.9,314,104,6,0,7.26,0,22
49,52,B0009I4MKW,4.5,407,16,7,1,8.75,5,16
50,51,B0007506U2,4.5,1273,58,15,0,7.66,0,111
51,55,B002N5MIF0,4.5,1152,34,7,0,16.49,0,72
52,47,B00CGN9LQ8,4.3,4301,73,30,0,10.77,51,1
53,49,B000H88PCU,3.7,874,44,15,0,3.98,0,15
54,56,B0012DL8B4,4.3,620,45,2,0,12.97,26,40
55,58,B01GP6MGD6,4.1,1190,92,15,0,26.93,33,3
56,50,B000KEIPC6,4.5,970,56,6,0,9.15,5,14
57,43,B0182XCOGE,4.6,2491,66,14,0,10.58,0,1
58,54,B00DTPYGHQ,4.1,425,118,9,0,0.0,0,1
59,59,B000V8MTIC,3.9,1476,280,31,0,11.97,0,43
60,67,B000YACKO0,4.1,2041,59,7,0,15.2,0,53
61,80,B0041W9S4W,4.4,1046,61,4,0,13.99,22,35
62,71,B000MD65FO,4.4,740,40,10,0,38.63,0,31
63,78,B00IOWGJAQ,4.1,288,24,0,2,11.95,0,11
64,62,B004Z209HS,4.4,5631,187,135,0,17.09,5,19
65,79,B00132ZG3U,4.2,2115,163,41,0,23.21,16,16
66,72,B00BFJGJLE,4.5,1778,92,13,0,12.99,0,1
67,73,B00MMRFUG8,4.2,870,59,18,0,19.99,0,6
68,64,B00TB00HPS,4.2,483,12,0,1,6.4,5,17
69,75,B00L4FQVB2,4.3,3549,171,70,0,9.45,5,1
70,65,B0006ZTEQK,4.4,1237,108,6,0,14.88,0,48
71,77,B00BSE0JSK,4.3,101,6,2,0,9.99,0,8
72,63,B0045OR410,4.2,1205,73,15,0,51.01,0,16
73,69,B00UB6E4IM,4.6,165,2,0,1,4.36,0,1
74,66,B000MIKEZQ,4.2,608,35,12,0,20.9,5,1
75,76,B00I3N6RDU,4.7,400,20,6,2,4.94,0,1
76,74,B00GMAWI66,4.6,3904,109,15,0,9.45,5,5
77,70,B002RGRJC2,4.0,876,25,7,4,37.0,0,35
78,61,B007FMXL52,4.3,844,30,4,0,16.26,0,10
79,68,B00390DN34,4.2,1651,48,4,0,9.11,5,38
80,97,B06Y65Q1FZ,4.0,40,0,0,0,7.45,0,1
81,88,B01H50VVNW,3.7,92,0,0,0,7.98,0,1
82,84,B006T8BXF8,3.9,720,15,17,0,3.74,5,14
83,81,B0038TVH3Y,4.4,1161,103,24,0,10.12,15,45
84,99,B006K3TZS4,4.2,236,46,14,0,6.99,0,6
85,96,B0056GDG90,4.0,4387,490,61,0,29.99,0,20
86,98,B000FKHYA4,4.3,42,0,0,0,16.56,45,17
87,92,B00HRADSJ6,4.5,543,33,2,0,19.5,19,12
88,90,B012UQJNMC,4.3,1611,84,50,0,13.95,43,1
89,89,B004HY5906,4.6,139,5,0,0,44.44,33,10
90,93,B01N0993NM,4.3,116,52,8,0,30.45,0,2
91,100,B01LZDQN9N,4.3,30,0,0,0,4.84,19,7
92,87,B01FYEC2HU,4.8,582,30,1,0,31.99,68,1
93,94,B001LQY1X4,4.3,1376,52,10,0,12.99,24,37
94,95,B0026IBSVE,4.1,4565,324,79,0,20.49,24,27
95,86,B003NXM9HS,3.9,1014,46,4,0,46.0,0,1
96,83,B00IHDSDG0,4.4,977,49,6,0,39.5,34,32
97,85,B004YNJZUA,4.6,600,12,1,1,0.0,0,12
98,91,B010FUN4PM,3.9,249,29,3,0,22.51,25,19
99,82,B005IHT8KI,4.6,1309,49,7,0,4.59,5,65
