,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,10,B001T8QJM0,3.9,932,10,1,3,0.0,0,5
1,16,B00GLO9SBG,4.3,600,33,4,0,34.9,0,33
2,14,B00H2B4H2M,4.1,2270,212,80,0,19.99,0,16
3,15,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1
4,9,B0009KN8UA,4.3,1307,43,63,0,11.62,5,30
5,6,B000050FDY,4.6,624,28,5,0,8.99,36,23
6,18,B0000Y8H3S,3.7,713,106,6,0,37.99,5,18
7,4,B00OKJGP74,4.4,471,11,2,0,4.99,17,1
8,11,B003S516XO,4.4,4118,228,34,0,19.96,0,17
9,17,B00LNGP8GQ,4.3,509,24,4,2,14.1,12,26
10,7,B002JPJ2ZS,3.8,2981,186,65,0,0.0,0,1
11,1,B0012BNVE8,3.7,1611,171,57,0,35.62,5,51
12,19,B00I847SXW,4.4,302,26,3,1,32.0,0,16
13,13,B00UKVNSLC,4.4,965,113,13,0,39.97,52,10
14,3,B01BFKIJ06,4.3,1756,168,37,0,24.82,5,1
15,8,B00FH692PQ,3.6,7970,362,316,0,28.49,5,9
16,5,B012P4D5XM,4.4,2725,215,20,0,12.95,38,4
17,12,B00GZG4KSG,4.3,517,36,8,0,16.19,46,8
18,2,B00AINMFAC,4.6,2445,121,66,0,14.1,5,36
19,20,B00LMIVLXY,4.3,2755,99,29,0,14.2,5,2
20,61,B00AE07CTI,4.4,744,20,6,2,5.12,5,8
21,78,B000MD65FO,4.4,740,40,10,0,38.63,0,31
22,62,B01AKSOMNC,4.2,755,47,3,0,12.3,5,5
23,76,B00MMRFUG8,4.2,867,59,18,0,19.99,0,7
24,70,B00I3N6RDU,4.7,400,20,6,2,4.94,0,1
25,71,B0006ZTEQK,4.5,1236,108,6,0,14.88,0,47
26,80,B00L4FQVB2,4.3,3547,171,70,0,9.45,5,1
27,77,B00HRADSJ6,4.5,543,33,2,0,19.5,19,12
28,68,B0045OR410,4.2,1205,73,15,0,51.01,0,15
29,66,B00390DN34,4.2,1651,48,4,0,9.11,5,38
30,65,B002N5MIF0,4.5,1152,34,7,0,16.26,0,70
31,75,B000YACKO0,4.1,2041,59,7,0,15.2,0,53
32,69,B000TGC8D2,4.3,261,15,3,3,5.99,5,26
33,79,B0038TVH3Y,4.4,1160,103,24,0,10.12,15,45
34,67,B00UB6E4IM,4.6,165,1,0,1,4.36,0,1
35,72,B0012DL8B4,4.3,620,45,2,0,12.97,26,40
36,63,B01GTR6164,4.6,453,16,1,0,15.73,0,10
37,64,B002RGRJC2,4.0,875,25,7,4,37.09,0,34
38,73,B007FMXL52,4.3,843,30,4,0,16.26,0,10
39,74,B0038RFM32,4.3,161,8,0,1,3.25,5,23
40,25,B000NJG82W,4.2,1707,40,14,0,3.4,77,25
41,24,B015B9A91E,4.2,349,39,2,0,21.99,0,15
42,23,B000KEIPC6,4.5,969,56,6,0,9.19,5,14
43,37,B00TUJW9L0,4.4,191,41,3,0,12.62,16,22
44,28,B00BFJGJLE,4.5,1777,92,13,0,12.99,0,1
45,36,B007SZCG0C,4.3,4144,152,53,0,47.45,5,4
46,30,B003FBI9LS,4.1,3482,173,25,0,19.9,29,52
47,35,B00I32AN4K,4.6,3485,137,72,0,12.3,5,1
48,29,B0050QJHTO,4.2,6468,335,92,0,23.71,5,13
49,32,B0009I4MKW,4.5,407,16,7,1,8.75,5,17
50,39,B00DTQ07KK,4.3,1201,51,8,0,29.95,0,24
