,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,53,B00VTHCARY,4.6,131,4,1,0,5.59,5,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,4.0,49.0
1,47,B01A09JXNK,4.2,1083,35,6,0,10.99,27,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,60.0
2,43,B01LK643T6,4.5,477,41,0,0,12.95,41,4,1,0,0,0,0,0,0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
3,58,B06Y3KKCSL,5.0,207,0,0,0,14.95,25,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,69.0
4,55,B00OMXWBPS,4.5,74,0,0,0,9.43,5,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,30.0
5,50,B00BOUQTJG,4.3,89,9,9,0,5.68,5,10,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,34.0
6,57,B06XX7QQK7,4.7,31,4,1,0,11.9,40,1,1,0,0,0,0,0,0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,55.0
7,44,B0016ISD04,4.3,737,21,26,5,5.47,58,14,1,0,0,0,0,0,0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,46.0
8,42,B01N6JG35L,4.7,20,0,0,0,2.85,5,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0
9,45,B01BUP4T6Y,4.7,759,33,0,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,39.0
10,56,B004N7FE8Y,4.8,285,7,3,0,19.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,50.0
11,48,B00VR9YE8C,4.2,467,11,3,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,65.0
12,60,B00LIBEDC6,4.5,375,12,2,3,11.95,46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,54.0
13,46,B071JCHR7S,4.9,2405,65,75,0,28.99,17,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0
14,41,B00180DS7I,4.2,238,12,4,0,15.99,24,14,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,52.0
