,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,77,B014QVV9UI,5.0,9,0,0,0,4.97,23,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,74.0
1,76,B01B8P253K,4.2,65,3,0,0,7.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,59.0
2,70,B0170AFF8O,4.4,96,9,0,0,7.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,90.0
3,63,B01N6JG35L,4.7,21,0,0,0,2.85,5,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,56.0
4,75,B014527Y0W,4.0,333,19,25,2,9.95,71,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,2.0,72.0
5,79,B06WWJJHM9,4.4,28,0,0,0,7.99,29,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,69.0
6,78,B071P2RHG2,5.0,1,0,0,0,10.99,45,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,64.0
7,73,B01MYA4Q1X,4.4,199,10,0,0,14.5,58,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,101.0
8,65,B018UJYU2Q,4.0,305,25,3,2,23.66,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,79.0
9,62,B00BOUQTJG,4.3,89,9,9,0,5.68,5,10,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0,0.0,75.0
10,69,B0011DJICG,4.2,415,8,0,0,17.03,5,35,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,73.0
11,61,B00LIBEDC6,4.5,377,12,2,3,11.95,46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,51.0
12,68,B00ADJEUAY,4.5,172,11,5,0,9.99,0,59,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,60.0
13,71,B00B7QZGI2,4.8,152,9,0,0,9.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,2.0,0.0,78.0
14,66,B01LYFI1ST,4.8,492,14,10,0,24.99,38,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,67.0
15,80,B072F6F82W,3.3,99,0,0,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0
16,64,B01LQ77K76,4.4,150,14,1,0,11.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,58.0
17,72,B00VVMBRIK,4.8,752,27,7,1,19.97,56,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,80.0
18,74,B000F54AN8,3.7,3631,207,128,0,21.38,0,15,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,88.0
19,67,B06XDKC558,4.4,117,17,0,0,25.97,0,1,1,0,0,0,0,0,0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,42.0
20,54,B00VTHCARY,4.6,131,4,1,0,5.59,5,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,4.0,68.0
21,57,B005AYJ6EW,3.8,594,12,20,0,5.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,48.0
22,51,B00SBSTZ22,4.3,406,14,1,0,11.99,40,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,78.0
23,45,B01AJQ6LRK,3.8,269,7,0,0,3.49,30,1,1,0,0,0,0,0,0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,36.0
24,50,B004S0ETHI,4.5,213,8,1,0,18.0,0,18,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,1.0,0.0,0.0,61.0
25,60,B06XX7QQK7,4.7,31,4,1,0,11.9,40,1,1,0,0,0,0,0,0,0.0,0.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,53.0
26,42,B00ZMXCN1O,4.7,1380,45,20,0,19.95,60,1,1,0,0,0,0,0,0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0
27,49,B0016ISD04,4.3,737,21,27,5,5.45,0,13,1,0,0,0,0,0,0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0
28,47,B004N7FE8Y,4.8,288,7,3,0,19.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,39.0
29,53,B00180DS7I,4.2,238,12,4,0,15.99,24,12,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,55.0
30,52,B00VR9YE8C,4.2,470,11,3,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,57.0
31,41,B01BUP4T6Y,4.7,761,33,0,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,43.0
