,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,6,B004N79BYC,4.8,329,13,1,0,12.99,0,1,1,0,0,0,0,0,0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1,11,B00120VWJ0,4.7,7359,362,148,0,15.99,11,18,1,0,0,0,0,0,0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2,14,B00MOL4AIQ,4.8,3821,86,22,0,19.95,64,1,1,0,0,0,0,0,0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3,16,B000HK1OOY,4.7,7359,362,148,0,15.99,0,32,1,0,0,0,0,0,0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
4,12,B00A6FAXOM,4.3,607,15,11,0,10.39,0,22,1,0,0,0,0,0,0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
5,8,B00HNTPF7E,4.8,2079,71,12,0,19.99,0,1,1,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
6,2,B00PV15BPW,4.5,2622,85,39,0,13.95,53,1,1,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7,7,B01LX9IIDJ,4.2,646,35,12,0,14.95,32,1,1,0,0,0,0,0,0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
8,19,B018MU5FN6,4.7,3922,56,24,0,21.99,55,1,1,0,0,0,0,0,0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
9,15,B01MFGN8S5,4.9,721,19,5,1,26.8,0,1,1,0,0,0,0,0,0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
10,5,B00QPNVC0I,4.4,1517,39,7,0,8.78,5,15,1,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
11,18,B00EP5S7HE,4.4,983,93,5,0,14.51,51,26,1,0,0,0,0,0,0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12,4,B00B1M0XCG,4.3,1532,65,24,0,9.57,0,4,1,0,0,0,0,0,0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
13,10,B01F88BMC8,4.3,290,6,6,0,8.49,65,1,1,0,0,0,0,0,0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
14,3,B0046VGPHQ,4.4,5340,414,83,0,13.1,0,38,1,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
15,1,B01N3BW11X,4.3,552,28,8,0,14.95,60,1,1,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
