,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,86,B01MYA4Q1X,4.4,201,10,0,0,14.5,58,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,4.0,3.0,101.0
1,97,B001HTTBWQ,4.4,551,29,4,0,37.2,0,27,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,5.0,87.0
2,92,B01B8P253K,4.3,67,4,0,0,7.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,10.0,3.0,80.0
3,91,B00AMO22SM,4.8,525,19,5,0,29.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,16.0,96.0
4,95,B005IUXIHY,4.3,178,16,3,0,6.17,29,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,82.0
5,96,B016NTI9RW,4.3,588,13,4,1,14.95,50,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,84.0
6,100,B0119FX4C0,4.6,3553,60,39,0,9.43,5,10,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,101.0
7,87,B019DKVCOU,4.3,107,0,0,0,4.82,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,86.0
8,89,B00021C49W,4.4,374,12,1,0,20.29,8,18,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2.0,2.0,74.0
9,99,B004GINGOY,4.7,772,57,7,0,16.99,6,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,4.0,83.0
10,82,B00VVMBRIK,4.8,754,27,7,1,19.97,56,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,2.0,6.0,75.0
11,90,B01JQB231W,4.6,56,0,0,0,11.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0
12,98,B01KID9XK6,4.9,330,12,5,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,101.0
13,88,B06WWJJHM9,4.4,28,0,0,0,7.99,29,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,9.0,85.0
14,85,B008MP481M,4.2,2855,38,14,0,12.5,50,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,8.0,8.0,101.0
15,93,B01DHHJ9S6,4.6,126,6,5,0,13.97,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,101.0
16,94,B00XOQCHBW,4.4,23,0,0,0,7.42,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,101.0
17,81,B00JB8VN4E,4.0,289,10,0,3,12.65,24,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,12.0,11.0,91.0
18,84,B01D9O1GA6,4.5,22,0,0,0,19.99,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,13.0,5.0,100.0
19,83,B01HHNQUEW,4.3,217,7,3,3,16.95,50,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,10.0,5.0,90.0
