,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,35,B00GMAWI66,4.6,3904,109,15,0,9.45,5,5
1,30,B0169YXWM8,3.7,207,6,6,0,4.1,5,11
2,38,B00FBF1904,4.4,482,28,9,0,4.0,0,12
3,40,B007NNU2WI,3.9,440,36,6,0,9.97,5,1
4,25,B00150LT40,4.4,4664,44,23,0,6.0,40,109
5,33,B06XDQ84NF,4.1,118,4,0,0,8.52,5,1
6,39,B00NBCD7MW,4.3,4387,87,17,0,19.97,60,1
7,29,B0182G7AQ0,4.5,174,4,0,0,8.97,0,1
8,27,B00HVI8WYU,4.0,1100,57,23,0,5.99,0,21
9,37,B00OWZ0TVE,4.1,1312,31,18,0,7.39,0,2
10,31,B006UET4XE,4.0,2736,54,37,0,6.59,5,29
11,34,B06X18521Y,4.8,136,8,3,0,14.85,49,1
12,28,B004HYRH06,4.2,825,21,2,2,6.26,5,27
13,36,B0081E6X2Q,4.5,368,3,0,0,5.98,14,29
14,22,B072HSM889,3.5,2,0,0,0,7.66,45,4
15,32,B00UYY2GXG,3.7,8647,522,58,0,20.68,5,3
16,21,B00VKIJPNE,3.8,1696,81,3,0,2.38,41,24
17,23,B004Y9GTYE,4.3,3228,230,68,0,7.18,5,17
18,24,B00U4CM8ZE,4.4,1618,74,7,0,20.0,0,2
19,26,B000US084U,4.5,916,32,14,0,14.79,29,28
20,12,B019EXWVQY,4.3,3328,147,265,0,34.99,0,1
21,11,B0000YUXI0,4.3,5647,113,30,0,14.95,0,7
22,8,B00PGQYEUK,4.4,1330,62,21,0,5.99,25,27
23,4,B0186U9736,4.7,2489,167,12,0,14.2,5,1
24,1,B00MLBPDQ2,4.6,980,27,9,0,18.73,5,30
25,2,B00UYY2GUO,3.7,8647,522,58,0,17.93,5,3
26,16,B00027D0DU,4.2,343,3,0,0,4.49,25,8
27,13,B01MQS7GFT,4.4,674,35,1683,0,29.99,0,5
28,5,B00UYY2GSQ,3.7,8647,522,58,0,16.72,5,3
29,7,B01GYBSLFO,4.4,409,61,8,0,10.97,5,1
30,18,B011QHFB4A,4.8,1035,38,13,0,11.99,5,1
31,9,B01AAQD2NU,4.4,2321,87,28,0,29.99,57,18
32,3,B00IOZWC2M,4.3,5779,216,20,0,14.2,5,5
33,15,B0058E3XJI,4.1,3532,131,9,0,14.25,0,20
34,14,B00PF9Q5EG,4.3,748,49,5,0,10.99,0,1
35,10,B004BCXAM8,4.1,2393,35,7,0,5.69,5,11
36,17,B0031NNE56,4.2,3911,78,11,0,22.0,0,1
37,20,B00VKHKH8C,4.2,3916,245,73,0,12.95,68,1
38,6,B00H7KTEZ8,4.7,2644,58,24,0,13.16,5,1
39,19,B06XF2TR11,4.1,118,4,0,0,8.99,0,1
40,71,B00LE99PA2,4.3,8729,219,217,0,29.44,35,14
41,73,B00SZMYJAW,3.9,264,98,6,0,19.99,0,21
42,72,B000BNG4VU,4.3,818,80,6,0,0.0,0,1
43,63,B00P0Q0T28,4.1,749,31,5,0,0.0,0,1
44,80,B004BCXEF6,3.9,605,8,0,0,5.55,5,17
45,64,B00J3G8342,3.9,264,98,6,0,29.99,0,7
46,65,B00BUPN6UA,4.1,386,46,8,0,12.95,0,1
47,78,B002B4JORS,4.1,524,13,1,0,2.99,0,26
48,76,B014PVXY5W,4.1,1305,113,21,0,24.99,29,1
49,62,B0043WJ3OA,4.1,615,91,51,0,6.64,5,22
50,70,B01L2N2ZTC,4.7,96,10,0,0,11.95,48,1
51,77,B001ODAJOY,4.3,247,28,9,0,6.67,0,14
52,68,B01CNZMMV4,4.5,1757,32,5,0,15.95,60,1
53,67,B00819JNLE,4.4,907,46,6,0,4.94,18,32
54,75,B01AKTZFZU,3.9,253,16,2,1,22.8,43,25
55,79,B00XENXJTO,4.7,492,27,11,1,6.95,0,1
56,61,B001IAINFU,4.2,1303,31,5,0,8.52,5,12
57,66,B00EMAM9BC,4.4,885,10,6,1,5.89,0,32
58,69,B00HE08KUQ,3.9,152,14,2,1,17.99,0,14
59,74,B00Z1XBS8O,4.2,703,80,17,0,24.98,50,1
