,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,55,B006T8BXF8,3.9,721,15,17,0,3.74,5,15
1,49,B00CGN9LQ8,4.3,4302,73,30,0,10.77,51,1
2,53,B01M7ZQQ3G,3.9,314,104,6,0,7.26,0,23
3,51,B00RWCDM4A,4.3,455,69,2,0,24.98,0,11
4,41,B01AKSOMNC,4.2,759,47,3,0,12.3,5,5
5,56,B000O7JK0A,4.5,984,47,5,0,9.57,0,34
6,46,B003YJ6I78,4.6,621,19,5,1,13.23,56,38
7,43,B017S3LX8O,4.5,1780,92,13,0,12.99,0,1
8,57,B004Z209HS,4.4,5633,187,136,0,17.09,5,19
9,52,B0007506U2,4.5,1274,58,15,0,7.66,0,110
10,48,B00TB00HPS,4.2,484,12,0,1,6.4,5,17
11,42,B010TFM3WS,4.1,778,8,1,0,5.36,0,1
12,45,B017IA5H0M,4.1,628,89,12,0,12.87,57,1
13,54,B000H88PCU,3.7,874,44,15,0,3.99,0,14
14,47,B00821ZHMK,4.5,5460,102,42,0,10.3,26,26
15,44,B00UB6OSAQ,4.5,217,9,3,0,3.5,0,1
16,58,B0012DL8B4,4.3,620,45,2,0,12.97,26,39
17,50,B00390DN34,4.2,1651,48,4,0,9.11,5,38
18,59,B005IHT8KI,4.6,1313,49,7,0,4.59,5,62
19,60,B00DTPYGHQ,4.1,426,118,9,0,0.0,0,1
20,20,B00LMIVLXY,4.3,2783,99,30,0,14.2,5,1
21,3,B001T8QJM0,3.9,932,10,1,3,0.0,0,5
22,16,B00GLO9SBG,4.3,600,33,4,0,34.85,0,33
23,7,B00H2B4H2M,4.1,2277,212,80,0,14.99,25,15
24,13,B00HNTPF7E,4.8,2082,71,12,0,19.99,0,1
25,9,B0009KN8UA,4.3,1310,43,63,0,11.62,5,29
26,12,B000050FDY,4.6,627,28,5,0,8.99,36,22
27,15,B0000Y8H3S,3.7,713,106,6,0,36.26,5,16
28,5,B00OKJGP74,4.4,471,11,2,0,4.99,17,1
29,11,B003S516XO,4.4,4122,228,34,0,19.96,0,17
30,17,B00JA1AHRG,4.3,177,8,0,0,4.71,0,17
31,1,B0012BNVE8,3.7,1613,171,57,0,35.62,5,48
32,18,B002JPJ2ZS,3.8,2983,186,65,0,0.0,0,1
33,14,B00UKVNSLC,4.4,972,113,13,0,39.97,52,9
34,4,B01BFKIJ06,4.3,1760,168,37,0,24.82,5,1
