,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers,Bath-Bathing-Accessories,Gift-Sets,Hair-Care-Products,Makeup,Perfumes-Fragrances,Skin-Care-Products,Tools-Accessories,Top 10,Top 20,Top 30,Top 40,Top 50,Top 60,Top 70,Top 80,Top 90,Top 100,previous rank
0,4,B004N79BYC,4.7,327,13,1,0,12.99,0,1,1,0,0,0,0,0,0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1,12,B00MOL4AIQ,4.8,3810,86,22,0,19.95,64,1,1,0,0,0,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2,11,B00120VWJ0,4.7,7355,360,148,0,15.99,11,19,1,0,0,0,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3,13,B000HK1OOY,4.7,7355,360,148,0,15.99,0,30,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
4,9,B00A6FAXOM,4.3,607,15,11,0,10.5,0,25,1,0,0,0,0,0,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
5,3,B01F88BMC8,4.3,290,6,6,0,8.49,65,1,1,0,0,0,0,0,0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6,8,B00HNTPF7E,4.8,2077,71,12,0,19.99,0,1,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
7,17,B018MU5FN6,4.7,3920,56,24,0,21.99,55,1,1,0,0,0,0,0,0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
8,15,B01MFGN8S5,4.9,716,19,5,1,26.8,0,1,1,0,0,0,0,0,0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
9,6,B00QPNVC0I,4.4,1515,39,7,0,8.78,5,15,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10,18,B00EP5S7HE,4.4,982,93,5,0,14.51,51,25,1,0,0,0,0,0,0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
11,16,B071XP2F8C,5.0,1,0,0,0,14.95,50,1,1,0,0,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
12,7,B00PV15BPW,4.5,2622,85,39,0,13.95,53,1,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
13,5,B01LX9IIDJ,4.2,643,35,12,0,14.95,32,1,1,0,0,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
14,1,B01N3BW11X,4.3,539,28,8,0,14.95,60,1,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,2,B0046VGPHQ,4.4,5332,414,83,0,13.13,0,37,1,0,0,0,0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16,20,B004N7DQHA,4.9,2410,65,76,0,34.99,0,1,1,0,0,0,0,0,0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
17,14,B00GJ1UK3G,4.0,1121,47,9,0,9.99,0,1,1,0,0,0,0,0,0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
18,19,B00KFR73NU,4.4,1049,25,7,0,6.95,0,4,1,0,0,0,0,0,0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
19,10,B00LIBEBTG,4.6,785,24,4,0,9.98,47,1,1,0,0,0,0,0,0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
20,45,B005IYYF5E,4.2,313,5,1,1,3.99,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,34.0
21,41,B008RDEI0A,4.6,337,9,1,0,34.49,0,6,1,0,0,0,0,0,0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,36.0
22,56,B01N6JG35L,4.7,20,0,0,0,2.85,5,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0
23,53,B06XX7QQK7,4.7,31,4,1,0,11.9,40,1,1,0,0,0,0,0,0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,57.0
24,50,B00BBD508C,4.8,1201,81,55,0,27.55,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,61.0
25,49,B01LK643T6,4.5,479,41,0,0,12.95,41,4,1,0,0,0,0,0,0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0
26,55,B00180DS7I,4.2,238,12,4,0,15.99,24,12,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,41.0
27,54,B06Y3KKCSL,5.0,210,0,0,0,14.95,25,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,1.0,58.0
28,51,B00LIBEDC6,4.5,377,12,2,3,11.95,46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,60.0
29,59,B01B8P253K,4.2,65,3,0,0,7.99,20,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,98.0
30,47,B0016ISD04,4.3,737,21,27,5,5.45,58,13,1,0,0,0,0,0,0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,44.0
31,57,B00VR9YE8C,4.2,470,11,3,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,48.0
32,60,B00ADJEUAY,4.5,172,11,5,0,9.99,0,59,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,59.0
33,52,B072JTCVNM,5.0,1,0,0,0,10.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
34,43,B01BUP4T6Y,4.7,761,33,0,0,13.25,5,1,1,0,0,0,0,0,0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,45.0
35,46,B00FA53Q8S,3.8,517,23,5,0,8.88,31,1,1,0,0,0,0,0,0,0.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,39.0
36,48,B005AYJ6EW,3.8,594,12,20,0,5.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,54.0
37,42,B06XDKC558,4.4,116,17,0,0,25.97,0,1,1,0,0,0,0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0
38,58,B01LQ77K76,4.4,155,14,1,0,11.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,49.0
39,44,B001MIZMP2,4.5,1987,52,13,0,10.47,42,21,1,0,0,0,0,0,0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
40,31,B007THNPBS,4.4,162,0,0,0,4.87,19,32,1,0,0,0,0,0,0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0
41,27,B00V6WZ7WW,4.3,644,20,10,0,4.97,17,15,1,0,0,0,0,0,0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0
42,36,B01AJQ6LRK,3.8,269,7,0,0,3.49,30,1,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,38.0
43,40,B01A09JXNK,4.2,1084,35,6,0,10.99,27,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,47.0
44,39,B004N7FE8Y,4.8,287,7,3,0,19.99,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,56.0
45,37,B00ZMXCN1O,4.7,1378,45,20,0,19.95,60,1,1,0,0,0,0,0,0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0
46,30,B00KVOR9VI,4.4,1476,16,9,2,13.75,45,3,1,0,0,0,0,0,0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
47,29,B00YE3CPW0,4.6,1257,22,4,0,14.99,63,1,1,0,0,0,0,0,0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0
48,26,B071YTN8PQ,4.5,50,9,3,3,24.94,0,1,1,0,0,0,0,0,0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
49,24,B00ZRWMCXY,3.9,1635,51,25,0,13.99,53,1,1,0,0,0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
50,22,B00B7QEBHE,4.7,270,9,1,0,8.99,0,1,1,0,0,0,0,0,0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
51,32,B00HMSU4ZE,4.5,335,8,1,0,16.33,0,13,1,0,0,0,0,0,0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0
52,34,B01EXBUFII,4.3,709,45,13,0,19.99,0,1,1,0,0,0,0,0,0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
