,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,9,B00H2B4H2M,4.1,2265,212,80,0,19.99,0,16
1,14,B00GLO9SBG,4.3,598,33,4,0,34.9,0,31
2,20,B0046KFZC8,4.0,1476,101,8,0,18.38,0,37
3,11,B00OKJGP74,4.4,471,11,2,0,4.99,17,1
4,4,B000050FDY,4.6,760,37,6,0,8.99,36,24
5,10,B003S516XO,4.4,4108,228,34,0,19.96,0,16
6,7,B00UKVNSLC,4.4,963,113,13,0,39.97,52,10
7,1,B0012BNVE8,3.7,1611,169,57,0,35.62,5,53
8,15,B00LNGP8GQ,4.3,506,24,3,2,14.08,12,19
9,13,B00I847SXW,4.4,302,26,3,1,32.0,0,14
10,2,B002JPJ2ZS,3.8,2977,185,65,0,28.49,17,16
11,12,B00FH692PQ,3.6,7962,362,316,0,28.49,5,9
12,16,B00JA1AHRG,4.3,172,8,0,0,4.94,0,14
13,3,B01BFKIJ06,4.3,1748,167,37,0,24.82,5,1
14,6,B012P4D5XM,4.4,2720,215,20,0,12.95,38,4
15,18,B0050QJHTO,4.2,6465,335,92,0,23.71,5,12
16,8,B00GZG4KSG,4.3,515,36,8,0,16.19,46,8
17,17,B00VRAG5R4,4.5,3029,128,19,0,0.0,0,1
18,5,B00AINMFAC,4.5,2444,120,66,0,14.1,5,34
19,19,B00LMIVLXY,4.3,2746,98,29,0,14.2,5,2
20,31,B015B9A91E,4.2,347,39,2,0,22.5,0,13
21,37,B00UB6OSAQ,4.5,217,9,3,0,3.5,0,1
22,25,B000NJG82W,4.2,1704,40,14,0,3.4,77,25
23,35,B000KEIPC6,4.5,969,57,6,0,9.19,5,14
24,28,B001T8QJM0,3.9,930,10,1,3,0.0,0,5
25,39,B00TUJW9L0,4.4,190,41,3,0,13.17,12,23
26,21,B003FBI9LS,4.1,3474,173,25,0,19.9,29,52
27,23,B00HNTPF7E,4.8,2077,71,12,0,19.99,0,1
28,26,B0000Y8H3S,3.7,713,106,6,0,37.99,5,19
29,24,B0009KN8UA,4.3,1306,43,63,0,11.62,5,29
30,40,B007SZCG0C,4.3,4139,150,53,0,47.45,5,4
31,34,B017IA5H0M,4.1,622,87,12,0,12.87,57,1
32,27,B00BFJGJLE,4.5,1775,92,13,0,13.39,20,13
33,30,B00821ZHMK,4.5,5450,101,41,0,8.99,36,27
34,38,B00M6I5SNI,3.5,1025,144,49,0,33.41,5,12
35,33,B001KYPZ4G,3.8,1105,101,32,0,8.05,5,24
36,36,B003YJ6I78,4.6,621,19,5,1,13.25,0,38
37,22,B002N5MI2S,4.5,1678,123,18,0,8.47,0,56
38,29,B00GWTQSI6,4.1,909,84,9,0,29.97,39,25
39,32,B00L1KFQKC,4.2,4595,166,81,0,9.45,62,1
40,58,B00UB6E4IM,4.6,165,1,0,1,4.36,0,1
41,55,B0038TVH3Y,4.4,1158,102,24,0,10.12,15,44
42,45,B00I32AN4K,4.6,3483,137,72,0,12.3,5,1
43,57,B01GTR6164,4.6,452,16,1,0,15.96,0,9
44,42,B010TFM3WS,4.1,767,8,1,0,5.36,0,1
45,54,B015DYFDX6,4.3,416,33,6,0,35.99,64,1
46,50,B01AKSOMNC,4.2,752,47,3,0,12.3,5,5
47,52,B000O7JK0A,4.5,983,47,5,0,9.57,0,34
48,47,B01M7ZQQ3G,3.9,307,103,6,0,7.97,0,21
49,48,B0007506U2,4.5,1272,58,15,0,7.69,0,107
50,56,B00CGN9LQ8,4.3,4295,73,30,0,10.77,51,1
51,46,B00DTQ07KK,4.3,1200,51,8,0,29.95,0,25
52,60,B000MIKEZQ,4.2,605,35,12,0,20.9,5,1
53,43,B01GP6MGD6,4.1,1187,92,15,0,26.93,33,4
54,59,B00NPNS9RU,4.4,310,9,5,0,2.97,0,1
55,51,B0012DL8B4,4.3,619,45,2,0,12.97,26,43
56,41,B0182XCOGE,4.6,2484,66,14,0,10.0,0,1
57,44,B000H88PCU,3.7,872,44,15,0,3.99,0,16
58,53,B002RGRJC2,4.0,875,25,7,4,37.1,0,31
59,49,B0009I4MKW,4.5,407,16,7,1,8.75,5,16
60,90,B013X3IAU2,3.8,6515,264,94,0,20.49,18,8
61,82,B006T8BXF8,3.9,720,15,17,0,3.74,5,14
62,97,B00JYH2EHC,4.5,659,4,0,2,3.93,21,16
63,95,B00X60UOMK,4.2,322,15,1,0,11.49,0,12
64,92,B003CTTZQQ,4.4,3615,290,14,0,15.53,0,1
65,94,B00AGZEG4U,4.6,1144,24,3,0,9.99,0,23
66,81,B00GMAWI66,4.6,3901,109,15,0,9.45,5,5
67,96,B01LZDQN9N,4.4,29,0,0,0,4.84,19,7
68,84,B00HRADSJ6,4.5,541,33,2,0,19.5,19,11
69,87,B012UQJNMC,4.3,1609,84,50,0,13.95,43,1
70,85,B0045OR410,4.2,1205,73,15,0,52.99,0,16
71,89,B01LSUQSB0,4.4,356,55,10,0,49.99,17,1
72,88,B0056GDG90,4.0,4384,490,60,0,29.99,0,17
73,86,B0026IBSVE,4.1,4565,324,79,0,20.49,24,25
74,91,B006K26D9E,4.3,585,38,21,0,14.15,0,63
75,100,B01M2WIOR5,4.5,884,41,14,0,12.95,57,4
76,93,B00IT1HKV4,4.5,2214,73,24,0,14.2,5,1
77,99,B000NJ2218,3.9,121,3,1,0,3.99,0,6
78,98,B010FUN4PM,3.9,248,29,2,0,22.8,24,20
79,83,B000V8MTIC,3.9,1470,280,31,0,11.99,0,43
80,72,B000YACKO0,4.1,2037,59,7,0,15.33,0,52
81,73,B00IOWGJAQ,4.1,283,24,0,2,12.0,0,13
82,65,B00RWCDM4A,4.3,452,69,2,0,24.98,0,11
83,61,B004Z209HS,4.4,5624,186,135,0,17.09,5,19
84,63,B000MD65FO,4.4,740,40,10,0,35.99,0,33
85,78,B00132ZG3U,4.2,2115,162,41,0,23.21,16,18
86,76,B00BSE0JSK,4.3,100,6,2,0,8.17,0,9
87,67,B00MMRFUG8,4.2,865,58,18,0,19.99,0,6
88,68,B0006ZTEQK,4.5,1236,108,6,0,14.88,0,49
89,64,B00I3N6RDU,4.7,400,20,6,2,4.94,0,1
90,79,B00DTPYGHQ,4.1,421,117,9,0,0.0,0,1
91,77,B001LQY1X4,4.3,1376,52,10,0,12.99,24,36
92,70,B00TB00HPS,4.2,482,12,0,1,6.4,5,18
93,62,B002N5MIF0,4.5,1152,34,7,0,16.49,0,68
94,75,B003NXM9HS,3.9,1014,46,4,0,46.0,0,1
95,66,B00L4FQVB2,4.3,3544,171,70,0,9.45,5,1
96,74,B00IHDSDG0,4.4,975,49,6,0,39.29,34,32
97,69,B005IHT8KI,4.6,1305,49,7,0,4.59,5,63
98,80,B01N0993NM,4.4,113,52,8,0,30.45,0,2
99,71,B003JKFEL8,4.5,1079,23,5,4,15.9,47,20
